model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o3-mini-low,31.38,29.7,33.59,1205.0,978.0647798631536,964.2884901706021,995.5831266234679,"(-13.78, +17.52)","(-1.68, +2.21)",2025-04-10
grok-3-mini-beta,30.38,27.82,32.88,2010.0,969.9527092310136,948.3349356452248,990.0598855493574,"(-21.62, +20.11)","(-2.56, +2.50)",2025-04-10
qwen-plus,30.22,27.98,32.44,1346.0,968.6460944149337,949.7790478864985,986.58701506244,"(-18.87, +17.94)","(-2.24, +2.22)",2025-04-10
gemini-2.0-flash-thinking-exp-01-21,28.24,26.26,30.08,2497.0,951.9612048729375,934.6408866427032,967.4521879582792,"(-17.32, +15.49)","(-1.98, +1.84)",2025-04-10
deepseek-v3,25.71,23.88,27.64,1007.0,929.6495821725667,912.5843724054799,946.8093741582926,"(-17.07, +17.16)","(-1.83, +1.93)",2025-04-10
gemini-2.0-flash-001,22.83,21.14,25.08,1901.0,902.4006849676231,885.2484935368155,923.9099599452122,"(-17.15, +21.51)","(-1.69, +2.25)",2025-04-10
claude-3.5-haiku,22.56,19.87,25.59,601.0,899.7344720252398,871.7509645544327,928.5465613384739,"(-27.98, +28.81)","(-2.69, +3.03)",2025-04-10
claude-3.5-sonnet-20240620,21.37,19.45,23.87,628.0,887.7052604126097,867.1165852402169,912.5217584372704,"(-20.59, +24.82)","(-1.92, +2.50)",2025-04-10
gemma-3-27b-it,19.86,18.5,21.51,1655.0,871.7051002475422,856.4056248414374,889.1317384499939,"(-15.30, +17.43)","(-1.36, +1.65)",2025-04-10
gemini-2.0-flash-lite-001,17.47,16.13,19.04,2196.0,844.2461314015674,827.5933782961542,862.5151958551148,"(-16.65, +18.27)","(-1.34, +1.57)",2025-04-10
jamba-1.6-large,14.44,13.1,15.89,863.0,804.9375361678232,785.2412482760924,824.4690644997781,"(-19.70, +19.53)","(-1.34, +1.45)",2025-04-10
grok-2-1212,14.15,12.47,15.95,898.0,800.7910827050415,775.5132108208396,825.2347446588203,"(-25.28, +24.44)","(-1.68, +1.80)",2025-04-10
nova-pro-v1,13.03,11.83,14.5,905.0,784.1560934848657,765.0829622851049,805.7477167808257,"(-19.07, +21.59)","(-1.20, +1.47)",2025-04-10
gpt-4o-mini,12.2,10.87,13.74,830.0,771.2083497022837,748.5214194347261,794.8784889194766,"(-22.69, +23.67)","(-1.33, +1.54)",2025-04-10
qwen-2.5-72b-instruct,12.0,10.74,13.62,1097.0,767.9182235922248,746.1526420211138,793.0365013520554,"(-21.77, +25.12)","(-1.26, +1.62)",2025-04-10
minimax-01,11.42,10.17,12.67,1071.0,758.2138691040474,735.5566716576988,778.6235470887505,"(-22.66, +20.41)","(-1.25, +1.25)",2025-04-10
mistral-large-2411,10.43,9.11,11.67,906.0,740.5377835394601,714.479625394503,762.3310989438935,"(-26.06, +21.79)","(-1.32, +1.24)",2025-04-10
gemma-2-27b-it,9.37,7.92,10.73,794.0,719.8643014621106,687.7898321996205,745.8909038091173,"(-32.07, +26.03)","(-1.45, +1.36)",2025-04-10
gpt-4-1106-preview,8.76,7.75,10.13,840.0,706.8782572837163,683.7913419645034,734.7652675064967,"(-23.09, +27.89)","(-1.01, +1.37)",2025-04-10
qwen2.5-32b-instruct,6.7,5.71,7.87,795.0,656.407827347752,626.9434423670068,686.6283412135114,"(-29.46, +30.22)","(-0.99, +1.17)",2025-04-10
mistral-small-3.1-24b-instruct-2503,6.41,5.64,7.66,961.0,648.3443185933501,624.7466309322944,681.6328744691448,"(-23.60, +33.29)","(-0.77, +1.25)",2025-04-10
hermes-3-llama-3.1-405b,6.04,5.18,6.83,771.0,637.3724426909325,608.9913382083199,660.177208950056,"(-28.38, +22.80)","(-0.86, +0.79)",2025-04-10
command-r-plus-08-2024,6.03,5.16,7.04,969.0,637.0025866690327,608.3520946752706,665.7174884551795,"(-28.65, +28.71)","(-0.87, +1.01)",2025-04-10
lfm-7b,5.96,5.2,6.73,1011.0,634.8012425755202,609.5812211688764,657.2211433107076,"(-25.22, +22.42)","(-0.76, +0.77)",2025-04-10
nova-lite-v1,5.93,5.06,6.84,994.0,633.7543935604562,604.8478446554293,660.3243730560567,"(-28.91, +26.57)","(-0.87, +0.91)",2025-04-10
qwen-turbo,5.88,4.76,7.27,623.0,632.2363250016621,593.5404789347267,671.6632210920783,"(-38.70, +39.43)","(-1.12, +1.39)",2025-04-10
wizardlm-2-8x22b,4.97,4.21,5.7,1028.0,601.4620042704623,571.0133505301437,626.4347129795715,"(-30.45, +24.97)","(-0.76, +0.73)",2025-04-10
mistral-small-24b-instruct-2501,4.91,3.95,5.93,998.0,599.2289673072214,559.5722755467398,633.9741244213034,"(-39.66, +34.75)","(-0.96, +1.02)",2025-04-10
gemma-2-9b-it,4.88,3.91,5.74,751.0,598.2200132074827,557.7629676837244,627.7977485880708,"(-40.46, +29.58)","(-0.97, +0.86)",2025-04-10
hermes-3-llama-3.1-70b,4.67,4.13,5.52,771.0,589.8714891084855,567.7955654240973,620.6287195607887,"(-22.08, +30.76)","(-0.54, +0.85)",2025-04-10
nova-micro-v1,3.86,3.18,4.53,927.0,555.4762998173411,520.8179762443617,584.4553343698728,"(-34.66, +28.98)","(-0.68, +0.67)",2025-04-10
llama-3.3-70b-instruct,3.55,2.84,4.43,809.0,540.2669444945194,500.2385260573101,580.3512628287573,"(-40.03, +40.08)","(-0.71, +0.88)",2025-04-10
command-r-08-2024,3.3,2.56,3.95,796.0,527.3963227024019,481.59132087676824,559.6330645415085,"(-45.81, +32.24)","(-0.74, +0.65)",2025-04-10
lfm-40b,3.22,2.5,3.8,863.0,523.0967891929533,477.60883498441723,552.5466618418815,"(-45.49, +29.45)","(-0.72, +0.58)",2025-04-10
command-r7b-12-2024,2.71,2.11,3.25,882.0,491.98540978635276,447.1819106137281,524.4706773497658,"(-44.80, +32.49)","(-0.60, +0.54)",2025-04-10
lfm-3b,2.46,1.93,2.93,776.0,474.7031080937435,431.7107251878329,505.94326040741873,"(-42.99, +31.24)","(-0.53, +0.47)",2025-04-10
olmo-2-0325-32b-instruct,1.71,1.28,2.18,890.0,410.703312364212,358.67826074667346,453.0965916125979,"(-52.03, +42.39)","(-0.43, +0.47)",2025-04-10
jamba-1.6-mini,1.69,1.26,2.16,920.0,407.82756766169075,356.20580377538323,451.6557733969017,"(-51.62, +43.83)","(-0.43, +0.47)",2025-04-10
qwen-2.5-7b-instruct,1.67,1.34,2.23,844.0,405.65745640024784,366.63554567010567,456.86374998437174,"(-39.02, +51.21)","(-0.33, +0.56)",2025-04-10
llama-3.1-nemotron-70b-instruct,1.29,1.04,1.64,1854.0,360.3096376672529,322.98883747574746,403.232966296122,"(-37.32, +42.92)","(-0.25, +0.35)",2025-04-10
llama-3.1-405b-instruct,0.48,0.36,0.63,1735.0,189.0269037473846,136.29355457585402,233.90890869787086,"(-52.73, +44.88)","(-0.12, +0.15)",2025-04-10
llama-3.1-70b-instruct,0.25,0.15,0.35,1923.0,70.91622538782087,-9.873851909600411,130.07001897925508,"(-80.79, +59.15)","(-0.10, +0.10)",2025-04-10
llama-3.1-8b-instruct,0.03,0.02,0.05,5081.0,-273.7358726872718,-346.200965537253,-199.65325217754585,"(-72.47, +74.08)","(-0.01, +0.02)",2025-04-10
