model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
nova-pro-v1,11.69,10.41,13.19,905.0,762.7588756346677,740.0234238625621,786.7042015248721,"(-22.74, +23.95)","(-1.28, +1.50)",2025-04-10
gpt-4o-mini,11.53,9.89,12.94,830.0,760.0740600200553,730.1935361946965,782.8961297718528,"(-29.88, +22.82)","(-1.64, +1.41)",2025-04-10
qwen-2.5-72b-instruct,10.99,10.04,12.25,1097.0,750.6685005282299,733.0715749836148,771.8987392444217,"(-17.60, +21.23)","(-0.95, +1.26)",2025-04-10
mistral-large-2411,10.28,8.97,11.67,906.0,737.6063708436575,711.4081759546744,762.3190648501125,"(-26.20, +24.71)","(-1.31, +1.39)",2025-04-10
minimax-01,10.03,8.86,11.23,1071.0,732.8669924567929,709.1470411276621,754.9001675693113,"(-23.72, +22.03)","(-1.17, +1.20)",2025-04-10
gemma-2-27b-it,9.6,7.97,10.81,794.0,724.4907964786069,688.95978319811,747.3885377224336,"(-35.53, +22.90)","(-1.63, +1.21)",2025-04-10
gpt-4-1106-preview,9.58,8.25,11.05,840.0,723.9959023603504,695.4514723193098,751.6681969903444,"(-28.54, +27.67)","(-1.33, +1.47)",2025-04-10
qwen2.5-32b-instruct,6.83,5.91,8.11,795.0,660.1173994234273,633.2325601481342,692.3750529097264,"(-26.88, +32.26)","(-0.92, +1.28)",2025-04-10
command-r-plus-08-2024,6.61,5.59,7.48,969.0,654.0079788403419,622.9743854409617,677.0594372769423,"(-31.03, +23.05)","(-1.02, +0.87)",2025-04-10
hermes-3-llama-3.1-405b,6.35,5.44,7.4,771.0,646.4065344598339,617.8979288568197,675.0435524058206,"(-28.51, +28.64)","(-0.91, +1.05)",2025-04-10
mistral-small-3.1-24b-instruct-2503,6.13,5.26,7.19,961.0,640.1111670872787,611.9051875024508,669.7291024675452,"(-28.21, +29.62)","(-0.87, +1.06)",2025-04-10
qwen-turbo,5.94,4.8,7.23,623.0,634.2656973904327,594.9150719024153,670.7324908417759,"(-39.35, +36.47)","(-1.14, +1.29)",2025-04-10
nova-lite-v1,5.58,4.77,6.65,994.0,622.6721544244306,593.8877970720409,655.013169411538,"(-28.78, +32.34)","(-0.81, +1.07)",2025-04-10
wizardlm-2-8x22b,5.3,4.63,6.24,1028.0,613.3078357529266,588.2859199245779,643.1906644496047,"(-25.02, +29.88)","(-0.67, +0.94)",2025-04-10
lfm-7b,5.3,4.63,6.23,1011.0,613.0069354625164,588.3406569923006,642.9944217669372,"(-24.67, +29.99)","(-0.67, +0.93)",2025-04-10
hermes-3-llama-3.1-70b,5.02,4.19,6.25,771.0,603.0596415137749,570.2069729569342,643.4299591337017,"(-32.85, +40.37)","(-0.83, +1.23)",2025-04-10
mistral-small-24b-instruct-2501,4.78,3.88,5.65,998.0,594.4631639465025,556.567106336889,624.8657226468614,"(-37.90, +30.40)","(-0.90, +0.87)",2025-04-10
gemma-2-9b-it,4.67,3.82,5.74,751.0,589.915029436172,553.8105222005148,627.9430347934226,"(-36.10, +38.03)","(-0.85, +1.07)",2025-04-10
command-r-08-2024,3.75,2.93,4.61,796.0,550.0114281087956,505.97318603110887,587.7985420734544,"(-44.04, +37.79)","(-0.82, +0.86)",2025-04-10
llama-3.3-70b-instruct,3.66,2.83,4.55,809.0,545.7326863813817,499.45455798176437,585.3062612510558,"(-46.28, +39.57)","(-0.83, +0.89)",2025-04-10
nova-micro-v1,3.58,2.93,4.26,927.0,542.0944061871621,505.72866398094357,573.5135021758016,"(-36.37, +31.42)","(-0.65, +0.68)",2025-04-10
lfm-40b,3.22,2.66,3.9,863.0,522.7897877576032,488.6475222373112,557.216326096377,"(-34.14, +34.43)","(-0.56, +0.68)",2025-04-10
command-r7b-12-2024,2.77,2.08,3.5,882.0,495.8816330202517,444.99612534621497,537.9454130804696,"(-50.89, +42.06)","(-0.69, +0.73)",2025-04-10
lfm-3b,2.05,1.64,2.65,776.0,442.4793788174459,403.0094192281451,487.98233404861196,"(-39.47, +45.50)","(-0.41, +0.60)",2025-04-10
olmo-2-0325-32b-instruct,1.7,1.3,2.12,890.0,409.5965984197924,362.49892160354744,448.5764741567936,"(-47.10, +38.98)","(-0.40, +0.42)",2025-04-10
qwen-2.5-7b-instruct,1.7,1.3,2.22,844.0,408.9095648636837,361.80149742872635,456.40943754755773,"(-47.11, +47.50)","(-0.40, +0.52)",2025-04-10
jamba-1.6-mini,1.44,1.1,1.84,920.0,379.8943240794364,332.35559086896814,423.2871641891613,"(-47.54, +43.39)","(-0.34, +0.40)",2025-04-10
llama-3.1-nemotron-70b-instruct,1.16,0.96,1.43,1854.0,341.1430959272392,308.36054616792177,378.200363360606,"(-32.78, +37.06)","(-0.20, +0.27)",2025-04-10
llama-3.1-405b-instruct,0.53,0.41,0.72,1735.0,206.26938573202665,158.55581525027378,257.5686112444921,"(-47.71, +51.30)","(-0.12, +0.19)",2025-04-10
llama-3.1-70b-instruct,0.24,0.18,0.32,1923.0,65.0854407979275,15.042203182462112,115.32091293679943,"(-50.04, +50.24)","(-0.06, +0.08)",2025-04-10
llama-3.1-8b-instruct,0.03,0.02,0.05,5081.0,-271.26528038079414,-365.32935185422383,-208.1811211341918,"(-94.06, +63.08)","(-0.01, +0.02)",2025-04-10
