model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemma-3-27b-it,45.14,43.55,46.7,1655.0,966.0964052074199,952.0382223261636,989.1574635120188,"(-14.06, +23.06)","(-1.59, +1.56)",2025-04-10
o3-mini-medium,44.14,42.59,46.0,1221.0,959.06856727795,945.2597167704621,984.2550403206546,"(-13.81, +25.19)","(-1.55, +1.86)",2025-04-10
command-a,43.54,42.25,45.54,1083.0,954.8566583201223,942.8478949189522,981.0337068678308,"(-12.01, +26.18)","(-1.29, +2.00)",2025-04-10
gpt-4o-2024-11-20,42.53,40.76,44.67,1142.0,947.7133557844643,932.1713151407097,974.9008072220672,"(-15.54, +27.19)","(-1.77, +2.14)",2025-04-10
o3-mini-low,39.0,38.13,40.26,1205.0,922.2665684318987,913.0549850905011,943.5672356639739,"(-9.21, +21.30)","(-0.87, +1.26)",2025-04-10
deepseek-v3,30.32,28.96,32.17,1007.0,855.4795469580623,841.2646565458355,882.5413318121599,"(-14.21, +27.06)","(-1.36, +1.85)",2025-04-10
claude-3.5-sonnet,18.19,16.96,19.73,682.0,738.8661567175069,721.1393587412806,768.3774065561248,"(-17.73, +29.51)","(-1.23, +1.54)",2025-04-10
minimax-01,17.48,16.33,18.64,1071.0,730.4281443991904,713.246852430504,756.1164982044024,"(-17.18, +25.69)","(-1.15, +1.16)",2025-04-10
qwen-2.5-72b-instruct,16.7,15.66,17.71,1097.0,720.8669045816063,704.6009020119925,745.2597693668572,"(-16.27, +24.39)","(-1.04, +1.01)",2025-04-10
nova-pro-v1,15.11,13.75,16.62,905.0,700.1297626192289,678.1589036442515,731.9246547398506,"(-21.97, +31.79)","(-1.36, +1.51)",2025-04-10
jamba-1.6-large,14.09,12.81,15.09,863.0,685.9530470838321,664.0150398869945,711.9507243945388,"(-21.94, +26.00)","(-1.28, +1.00)",2025-04-10
grok-2-1212,13.89,13.11,15.2,898.0,683.1313866197696,668.5807079166798,713.4324787549482,"(-14.55, +30.30)","(-0.78, +1.31)",2025-04-10
mistral-large-2411,11.42,10.49,12.49,906.0,644.0511782738278,624.7160834927408,673.9170699658424,"(-19.34, +29.87)","(-0.93, +1.07)",2025-04-10
claude-3.5-sonnet-20240620,11.29,10.1,12.24,628.0,641.9244921609796,617.287846859475,669.9251786304953,"(-24.64, +28.00)","(-1.19, +0.95)",2025-04-10
gpt-4o-mini,10.45,9.56,11.32,830.0,626.7346146168315,606.7873198493046,654.5878430808721,"(-19.95, +27.85)","(-0.89, +0.87)",2025-04-10
lfm-7b,9.72,8.98,10.51,1011.0,612.7435249579797,594.6829551750985,639.9987890430397,"(-18.06, +27.26)","(-0.74, +0.79)",2025-04-10
claude-3.5-haiku,9.67,8.94,10.63,601.0,611.8053067013486,593.9050490635002,642.3062242456375,"(-17.90, +30.50)","(-0.73, +0.96)",2025-04-10
gpt-4-1106-preview,9.51,8.72,10.33,840.0,608.6322360487551,589.1227288851991,636.5919404311535,"(-19.51, +27.96)","(-0.79, +0.82)",2025-04-10
wizardlm-2-8x22b,9.28,8.39,10.06,1028.0,603.967628908387,581.7639766404793,631.5460924682204,"(-22.20, +27.58)","(-0.89, +0.78)",2025-04-10
nova-lite-v1,9.12,8.15,9.83,994.0,600.5075968499533,576.3247788471792,627.0359925336443,"(-24.18, +26.53)","(-0.97, +0.71)",2025-04-10
mistral-small-3.1-24b-instruct-2503,9.07,8.23,10.05,961.0,599.5208121689418,578.2667617182509,631.4492194815527,"(-21.25, +31.93)","(-0.84, +0.98)",2025-04-10
gemma-2-27b-it,8.14,7.2,8.89,794.0,578.9885135990679,553.0431432351953,607.8163374719487,"(-25.95, +28.83)","(-0.94, +0.75)",2025-04-10
llama-3.1-nemotron-70b-instruct,8.1,7.26,8.73,1854.0,578.1703948068429,554.520483494068,604.4364177178057,"(-23.65, +26.27)","(-0.84, +0.63)",2025-04-10
command-r-plus-08-2024,7.75,6.84,8.6,969.0,569.8223198321932,543.3852500922525,601.5553864085772,"(-26.44, +31.73)","(-0.91, +0.85)",2025-04-10
mistral-small-24b-instruct-2501,6.52,5.94,7.45,998.0,537.5480624714239,517.3440203041454,574.4167366740614,"(-20.20, +36.87)","(-0.58, +0.93)",2025-04-10
qwen2.5-32b-instruct,5.99,5.31,6.56,795.0,521.6321095999689,496.57075687983837,550.7652275959863,"(-25.06, +29.13)","(-0.68, +0.57)",2025-04-10
nova-micro-v1,5.67,5.03,6.34,927.0,511.72618358387297,486.83333289838566,544.4306931788816,"(-24.89, +32.70)","(-0.64, +0.67)",2025-04-10
hermes-3-llama-3.1-405b,5.42,4.74,6.0,771.0,503.3564720515882,476.0060181543367,533.9862809271306,"(-27.35, +30.63)","(-0.68, +0.58)",2025-04-10
lfm-40b,4.25,3.58,4.98,863.0,459.0867335768917,424.93489052927816,500.02911377311057,"(-34.15, +40.94)","(-0.67, +0.73)",2025-04-10
hermes-3-llama-3.1-70b,4.23,3.64,4.9,771.0,458.0770623149033,428.15423156102906,497.01965403022234,"(-29.92, +38.94)","(-0.59, +0.67)",2025-04-10
gemma-2-9b-it,4.23,3.56,4.91,751.0,458.2469020420888,424.24698602654337,497.254806862591,"(-34.00, +39.01)","(-0.67, +0.68)",2025-04-10
qwen-turbo,3.59,3.04,4.04,623.0,428.475271419534,395.85537526173607,461.74217156102344,"(-32.62, +33.27)","(-0.55, +0.45)",2025-04-10
llama-3.3-70b-instruct,3.53,2.99,4.12,809.0,425.172079153833,392.82257363379927,465.4064000892878,"(-32.35, +40.23)","(-0.54, +0.59)",2025-04-10
command-r-08-2024,3.4,2.7,3.97,796.0,418.5647600345312,374.45721322458303,458.62827194101095,"(-44.11, +40.06)","(-0.70, +0.57)",2025-04-10
lfm-3b,3.38,2.87,3.94,776.0,417.3977681565543,385.1667590260617,457.05541822467916,"(-32.23, +39.66)","(-0.51, +0.56)",2025-04-10
command-r7b-12-2024,3.31,2.77,3.98,882.0,413.9422210730585,379.22710565700635,459.0119554907505,"(-34.72, +45.07)","(-0.54, +0.67)",2025-04-10
jamba-1.6-mini,2.97,2.46,3.42,920.0,394.41905623474383,357.9420812376485,431.97317529960213,"(-36.48, +37.55)","(-0.51, +0.45)",2025-04-10
llama-3.1-405b-instruct,2.83,2.43,3.28,1735.0,385.7608275724292,355.28284762797136,424.29734256601984,"(-30.48, +38.54)","(-0.40, +0.45)",2025-04-10
olmo-2-0325-32b-instruct,2.68,2.23,3.21,890.0,375.9725360547545,340.7278929366549,420.25562671612744,"(-35.24, +44.28)","(-0.45, +0.53)",2025-04-10
qwen-2.5-7b-instruct,2.42,2.01,3.02,844.0,357.59163641588964,322.1498563306853,409.4036420455803,"(-35.44, +51.81)","(-0.41, +0.60)",2025-04-10
llama-3.1-70b-instruct,1.85,1.42,2.34,1923.0,310.2190258894552,260.5349873765822,363.7150565339317,"(-49.68, +53.50)","(-0.43, +0.49)",2025-04-10
llama-3.1-8b-instruct,0.79,0.52,1.1,5081.0,161.2376435724243,85.16082389247838,229.94771447797112,"(-76.08, +68.71)","(-0.27, +0.31)",2025-04-10
