model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
qwq-32b,32.53,30.91,34.14,1517.0,987.2887089136085,974.3003581788228,999.8544367533719,"(-12.99, +12.57)","(-1.62, +1.61)",2025-04-10
qwen-plus,31.69,29.79,33.53,1346.0,980.5886571163468,965.0678316093123,995.1251404830673,"(-15.52, +14.54)","(-1.90, +1.84)",2025-04-10
gpt-4o-2024-11-20,30.62,28.85,32.36,1142.0,971.9137776692348,957.1657817524969,985.8889672771559,"(-14.75, +13.98)","(-1.77, +1.74)",2025-04-10
claude-3.5-sonnet,23.72,21.22,25.48,682.0,911.1109151218517,886.1153262223633,927.5478922446467,"(-25.00, +16.44)","(-2.50, +1.76)",2025-04-10
deepseek-v3,22.16,20.43,24.38,1007.0,895.748739360442,877.7686962415833,917.3314822753312,"(-17.98, +21.58)","(-1.73, +2.22)",2025-04-10
claude-3.5-sonnet-20240620,15.4,13.4,17.48,628.0,818.0336795780122,789.8958114108171,844.348224287065,"(-28.14, +26.31)","(-2.00, +2.08)",2025-04-10
grok-2-1212,14.22,12.47,15.85,898.0,801.7397337291742,775.409158791904,824.0530917262474,"(-26.33, +22.31)","(-1.75, +1.63)",2025-04-10
qwen-2.5-72b-instruct,13.72,12.43,15.01,1097.0,794.6194465472878,774.7937048200739,812.8138334533285,"(-19.83, +18.19)","(-1.29, +1.29)",2025-04-10
claude-3.5-haiku,13.35,11.95,14.76,601.0,789.0955079190451,767.0164184172504,809.4200557307621,"(-22.08, +20.32)","(-1.40, +1.41)",2025-04-10
nova-pro-v1,13.16,11.82,14.19,905.0,786.2746220906292,764.9135223592518,801.3832511759304,"(-21.36, +15.11)","(-1.34, +1.03)",2025-04-10
gpt-4-1106-preview,12.9,11.27,14.3,840.0,782.2726337767668,755.4653840802322,802.922113275646,"(-26.81, +20.65)","(-1.63, +1.40)",2025-04-10
minimax-01,12.71,11.07,13.94,1071.0,779.2319897633993,752.1167371542665,797.7361642146523,"(-27.12, +18.50)","(-1.64, +1.23)",2025-04-10
wizardlm-2-8x22b,11.45,10.08,12.53,1028.0,758.5652512933036,733.8573711227323,776.4256441965947,"(-24.71, +17.86)","(-1.37, +1.08)",2025-04-10
mistral-large-2411,11.28,10.11,12.59,906.0,755.7343930137621,734.4064038447375,777.4224200591404,"(-21.33, +21.69)","(-1.17, +1.31)",2025-04-10
command-r-plus-08-2024,9.93,8.68,11.21,969.0,730.9462970313585,705.2398772000995,754.4888910967463,"(-25.71, +23.54)","(-1.25, +1.28)",2025-04-10
gpt-4o-mini,9.67,8.36,10.74,830.0,725.8838985806734,697.9469033769244,746.0685500263501,"(-27.94, +20.18)","(-1.31, +1.07)",2025-04-10
jamba-1.6-large,9.08,8.2,10.17,863.0,713.8661130375896,694.3097746035206,735.4845256903075,"(-19.56, +21.62)","(-0.88, +1.09)",2025-04-10
mistral-small-3.1-24b-instruct-2503,8.69,7.39,9.66,961.0,705.5046949649924,674.8779705058566,725.6980753764166,"(-30.63, +20.19)","(-1.30, +0.97)",2025-04-10
nova-lite-v1,8.45,7.08,9.41,994.0,699.9927810835293,666.8802595853253,720.5845624508175,"(-33.11, +20.59)","(-1.37, +0.96)",2025-04-10
lfm-7b,8.28,7.14,9.34,1011.0,696.2938000105831,668.4010552010934,719.2263821432549,"(-27.89, +22.93)","(-1.14, +1.06)",2025-04-10
qwen2.5-32b-instruct,7.77,6.68,8.79,795.0,684.2369614464072,655.9238001575617,707.652477160205,"(-28.31, +23.42)","(-1.09, +1.02)",2025-04-10
gemma-2-27b-it,7.7,6.76,8.85,794.0,682.5441535200874,658.1474430212003,708.8695476717869,"(-24.40, +26.33)","(-0.94, +1.15)",2025-04-10
hermes-3-llama-3.1-405b,6.61,5.57,7.9,771.0,653.9666803304824,622.3044239844857,687.2520229585817,"(-31.66, +33.29)","(-1.04, +1.29)",2025-04-10
mistral-small-24b-instruct-2501,6.39,5.15,7.35,998.0,647.5281641557979,608.0246138874179,673.7542953580561,"(-39.50, +26.23)","(-1.24, +0.96)",2025-04-10
llama-3.1-nemotron-70b-instruct,5.75,4.76,6.37,1854.0,628.1934316725469,593.6065591012926,646.9790109085568,"(-34.59, +18.79)","(-0.99, +0.62)",2025-04-10
hermes-3-llama-3.1-70b,5.53,4.5,6.24,771.0,620.9731441402355,583.209232996766,643.2742849139594,"(-37.76, +22.30)","(-1.03, +0.71)",2025-04-10
nova-micro-v1,5.42,4.78,6.26,927.0,617.2588816347044,594.3609748563586,643.8238081553155,"(-22.90, +26.56)","(-0.64, +0.84)",2025-04-10
lfm-40b,5.28,4.27,6.04,863.0,612.5017046699575,573.8214928330015,637.3061210950414,"(-38.68, +24.80)","(-1.01, +0.76)",2025-04-10
qwen-turbo,4.99,4.03,6.07,623.0,601.975620563005,563.4047292496045,638.129025847257,"(-38.57, +36.15)","(-0.96, +1.08)",2025-04-10
command-r-08-2024,4.69,3.78,5.75,796.0,590.7954687029684,551.5789566805906,628.26655105387,"(-39.22, +37.47)","(-0.91, +1.06)",2025-04-10
llama-3.3-70b-instruct,4.51,3.69,5.47,809.0,583.7075776281824,547.2585084955056,618.8054015499453,"(-36.45, +35.10)","(-0.82, +0.96)",2025-04-10
gemma-2-9b-it,3.74,3.13,4.42,751.0,549.7591586814914,517.8908029539238,580.1470118332389,"(-31.87, +30.39)","(-0.61, +0.68)",2025-04-10
command-r7b-12-2024,3.64,3.04,4.24,882.0,544.8042542570603,512.6091539186298,572.6853134213876,"(-32.20, +27.88)","(-0.60, +0.60)",2025-04-10
llama-3.1-405b-instruct,3.62,3.04,4.6,1735.0,544.0490403834388,512.5115293343982,587.1131303569629,"(-31.54, +43.06)","(-0.58, +0.98)",2025-04-10
lfm-3b,2.8,2.35,3.21,776.0,498.0753006093813,466.5471833098258,522.2282836384906,"(-31.53, +24.15)","(-0.45, +0.41)",2025-04-10
qwen-2.5-7b-instruct,2.68,2.27,3.39,844.0,489.79892561447355,460.4157371186894,532.0744349655082,"(-29.38, +42.28)","(-0.41, +0.71)",2025-04-10
olmo-2-0325-32b-instruct,2.65,2.2,3.34,890.0,487.7006280563468,454.85582766050123,529.6389170675026,"(-32.84, +41.94)","(-0.45, +0.69)",2025-04-10
llama-3.1-70b-instruct,2.55,1.8,3.15,1923.0,481.02817312966977,419.0609206812915,518.9892635788041,"(-61.97, +37.96)","(-0.75, +0.60)",2025-04-10
jamba-1.6-mini,1.99,1.49,2.34,920.0,437.30659556039836,386.31247591397005,465.700803611848,"(-50.99, +28.39)","(-0.50, +0.35)",2025-04-10
llama-3.1-8b-instruct,0.89,0.54,1.3,5081.0,294.6713359679136,208.29016556376342,361.4521618051264,"(-86.38, +66.78)","(-0.35, +0.41)",2025-04-10
