model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gpt-4o-2024-11-20,42.53,40.97,44.4,1142.0,947.713372635781,933.3626208451144,973.6154786986893,"(-14.35, +25.90)","(-1.56, +1.87)",2025-04-02
o3-mini-low,39.0,37.93,40.27,1205.0,922.2665978595209,911.230941623301,944.1807071219966,"(-11.04, +21.91)","(-1.07, +1.27)",2025-04-02
deepseek-v3,30.32,29.45,31.53,1007.0,855.4795357477154,845.0217605423235,877.9837215891529,"(-10.46, +22.50)","(-0.87, +1.21)",2025-04-02
claude-3.5-sonnet,18.19,16.87,19.55,682.0,738.866118972628,719.6693306092005,766.9711056411626,"(-19.20, +28.10)","(-1.32, +1.36)",2025-04-02
minimax-01,17.48,16.05,18.66,1071.0,730.4280269595984,709.3947727002868,756.9418404503164,"(-21.03, +26.51)","(-1.43, +1.18)",2025-04-02
qwen-2.5-72b-instruct,16.7,15.92,17.73,1097.0,720.8667876743798,707.7082766278284,746.0425655578654,"(-13.16, +25.18)","(-0.78, +1.03)",2025-04-02
nova-pro-v1,15.11,13.91,16.37,905.0,700.1297190143199,680.0965261336814,729.3080537625654,"(-20.03, +29.18)","(-1.20, +1.26)",2025-04-02
jamba-1.6-large,14.03,12.74,14.71,859.0,685.1047084886593,662.4579999361272,707.4136529334355,"(-22.65, +22.31)","(-1.29, +0.68)",2025-04-02
grok-2-1212,13.89,12.8,14.98,898.0,683.1316583993402,663.4410483889667,711.1441944891997,"(-19.69, +28.01)","(-1.09, +1.09)",2025-04-02
mistral-large-2411,11.42,10.72,12.09,906.0,644.0513294140278,628.4850475973229,668.0463536798197,"(-15.57, +24.00)","(-0.70, +0.67)",2025-04-02
claude-3.5-sonnet-20240620,11.29,10.14,12.28,628.0,641.9245396288699,617.6663285315689,671.1613322192974,"(-24.26, +29.24)","(-1.15, +0.99)",2025-04-02
gpt-4o-mini,10.45,9.47,10.97,830.0,626.734615626678,604.5486601885244,648.9662671083578,"(-22.19, +22.23)","(-0.98, +0.52)",2025-04-02
lfm-7b,9.72,8.66,10.3,1011.0,612.7435933279443,587.5874089161532,636.6601059138928,"(-25.16, +23.92)","(-1.06, +0.58)",2025-04-02
claude-3.5-haiku,9.67,9.0,10.53,601.0,611.8052772618353,594.9404148067276,641.0070402182466,"(-16.86, +29.20)","(-0.67, +0.86)",2025-04-02
gpt-4-1106-preview,9.51,8.59,10.47,840.0,608.6321597126415,585.8781855555817,639.8333810206728,"(-22.75, +31.20)","(-0.92, +0.96)",2025-04-02
wizardlm-2-8x22b,9.28,8.44,9.96,1028.0,603.9675848878172,582.5395049565614,630.3139150424233,"(-21.43, +26.35)","(-0.84, +0.68)",2025-04-02
nova-lite-v1,9.12,8.09,9.89,994.0,600.5075725196043,574.7173043107896,628.8396677760273,"(-25.79, +28.33)","(-1.03, +0.77)",2025-04-02
mistral-small-3.1-24b-instruct-2503,9.07,7.96,9.76,961.0,599.5207431581791,571.6098085859873,626.2224304429244,"(-27.91, +26.70)","(-1.11, +0.69)",2025-04-02
gemma-2-27b-it,8.14,7.34,8.88,794.0,578.9884420221653,556.3553124976748,608.2883817942669,"(-22.63, +29.30)","(-0.80, +0.74)",2025-04-02
llama-3.1-nemotron-70b-instruct,8.1,7.6,8.95,1854.0,578.1703199134201,562.9201265418161,609.812433639424,"(-15.25, +31.64)","(-0.50, +0.85)",2025-04-02
command-r-plus-08-2024,7.75,6.85,8.55,969.0,569.8223132328136,543.3003152589442,601.0807227254247,"(-26.52, +31.26)","(-0.90, +0.80)",2025-04-02
mistral-small-24b-instruct-2501,6.52,5.86,7.22,998.0,537.5481404842693,514.379488476921,569.2391241145998,"(-23.17, +31.69)","(-0.66, +0.70)",2025-04-02
qwen2.5-32b-instruct,5.99,5.37,6.72,795.0,521.632171565982,498.36511242485756,555.6668512806453,"(-23.27, +34.03)","(-0.62, +0.73)",2025-04-02
nova-micro-v1,5.67,4.83,6.34,927.0,511.7260134776176,478.9812479650471,544.9717502502901,"(-32.74, +33.25)","(-0.84, +0.67)",2025-04-02
hermes-3-llama-3.1-405b,5.42,4.67,5.83,771.0,503.3566408309815,472.8088988172696,529.4626847414113,"(-30.55, +26.11)","(-0.75, +0.41)",2025-04-02
lfm-40b,4.25,3.49,4.86,863.0,459.08739723296355,419.9429237831457,495.93372439094344,"(-39.14, +36.85)","(-0.76, +0.61)",2025-04-02
gemma-2-9b-it,4.23,3.69,4.72,751.0,458.2476252991054,429.9878225062079,490.62598871680916,"(-28.26, +32.38)","(-0.54, +0.49)",2025-04-02
hermes-3-llama-3.1-70b,4.23,3.69,5.0,771.0,458.0774412342114,430.29174003765803,501.2974409761906,"(-27.79, +43.22)","(-0.54, +0.77)",2025-04-02
llama-3.3-70b-instruct,3.53,2.85,4.04,809.0,425.17161587814314,383.7911552034869,462.3790342364691,"(-41.38, +37.21)","(-0.68, +0.51)",2025-04-02
command-r-08-2024,3.4,2.7,3.99,796.0,418.5641258640245,374.28207747214407,460.0106848272551,"(-44.28, +41.45)","(-0.70, +0.59)",2025-04-02
lfm-3b,3.38,2.88,3.79,776.0,417.3978032523793,385.6102352879324,450.73627277653793,"(-31.79, +33.34)","(-0.50, +0.41)",2025-04-02
command-r7b-12-2024,3.31,2.77,3.97,882.0,413.9416797348189,378.72648503241754,459.04379322192455,"(-35.22, +45.10)","(-0.54, +0.66)",2025-04-02
jamba-1.6-mini,2.97,2.25,3.46,920.0,394.41893614075127,341.85618916402814,434.31979783862135,"(-52.56, +39.90)","(-0.72, +0.49)",2025-04-02
llama-3.1-405b-instruct,2.83,2.35,3.35,1735.0,385.7608234774506,348.997330082003,428.8516087335859,"(-36.76, +43.09)","(-0.48, +0.52)",2025-04-02
olmo-2-0325-32b-instruct,2.68,2.22,3.1,890.0,375.9725708966198,339.2128996409041,414.58126189851663,"(-36.76, +38.61)","(-0.46, +0.42)",2025-04-02
qwen-2.5-7b-instruct,2.42,2.03,2.89,844.0,357.59070867241417,323.6535980648578,401.9475228861635,"(-33.94, +44.36)","(-0.39, +0.47)",2025-04-02
llama-3.1-70b-instruct,1.85,1.5,2.18,1923.0,310.21779065459384,269.7828993702243,352.1735087342328,"(-40.43, +41.96)","(-0.35, +0.33)",2025-04-02
llama-3.1-8b-instruct,0.79,0.54,0.99,5081.0,161.23623001414046,91.02609281958584,213.0860980467606,"(-70.21, +51.85)","(-0.25, +0.20)",2025-04-02
