model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
grok-2-1212,17.09,15.55,18.79,898.0,839.6603031842822,820.0997852466089,859.7109790653808,"(-19.56, +20.05)","(-1.54, +1.70)",2025-03-27
minimax-01,16.73,14.69,18.56,370.0,835.2360380998431,808.3812623460237,857.1340776853754,"(-26.85, +21.90)","(-2.04, +1.83)",2025-03-27
gpt-4o-mini,16.66,15.37,18.07,830.0,834.2890203929043,817.6200164716728,851.4533917513206,"(-16.67, +17.16)","(-1.29, +1.41)",2025-03-27
nova-pro-v1,16.33,14.73,17.77,905.0,830.2185064804105,809.0033019555623,847.9186725297196,"(-21.22, +17.70)","(-1.60, +1.44)",2025-03-27
qwen-2.5-72b-instruct,16.15,14.65,17.56,1097.0,827.88492018389,807.8218305706488,845.3395737275998,"(-20.06, +17.45)","(-1.50, +1.41)",2025-03-27
mistral-large-2411,14.65,13.31,16.11,906.0,807.7848771035563,788.4448767175278,827.2964798674715,"(-19.34, +19.51)","(-1.34, +1.46)",2025-03-27
gemma-2-27b-it,12.89,11.48,14.57,794.0,782.0738707982575,759.1311859395356,806.7421693918818,"(-22.94, +24.67)","(-1.41, +1.68)",2025-03-27
gpt-4-1106-preview,12.65,11.51,13.96,840.0,778.3795492620599,759.6243220667302,798.0568824200636,"(-18.76, +19.68)","(-1.14, +1.31)",2025-03-27
mistral-small-3.1-24b-instruct-2503,10.8,9.7,11.77,961.0,747.24510019743,726.3721360407305,764.1334562106083,"(-20.87, +16.89)","(-1.10, +0.97)",2025-03-27
command-r-plus-08-2024,10.18,8.97,11.25,969.0,735.8124541138145,711.5045839475083,755.1882402855271,"(-24.31, +19.38)","(-1.21, +1.07)",2025-03-27
nova-lite-v1,9.78,8.66,10.77,994.0,728.0453456879802,704.69168474294,746.7104793476324,"(-23.35, +18.67)","(-1.12, +0.99)",2025-03-27
wizardlm-2-8x22b,9.62,8.56,10.57,1028.0,724.7833064391709,702.5530508382788,743.0300921954115,"(-22.23, +18.25)","(-1.06, +0.95)",2025-03-27
lfm-7b,9.31,8.31,10.22,1011.0,718.5060596430791,696.8622563876714,736.4717854757015,"(-21.64, +17.97)","(-1.00, +0.91)",2025-03-27
qwen2.5-32b-instruct,8.85,7.8,10.06,795.0,708.9652787435982,684.942440556698,733.4800566729526,"(-24.02, +24.51)","(-1.05, +1.21)",2025-03-27
mistral-small-24b-instruct-2501,8.57,7.62,9.85,998.0,702.7524009780116,680.5263067756598,729.3178311052724,"(-22.23, +26.57)","(-0.95, +1.28)",2025-03-27
hermes-3-llama-3.1-405b,8.28,7.03,9.66,771.0,696.2744132212058,665.3442637550124,725.6101603842945,"(-30.93, +29.34)","(-1.25, +1.38)",2025-03-27
hermes-3-llama-3.1-70b,7.77,6.71,8.91,771.0,684.1933083127948,656.640432361396,710.1681262309958,"(-27.55, +25.97)","(-1.06, +1.14)",2025-03-27
gemma-2-9b-it,7.59,6.54,8.65,751.0,679.8933386843032,652.0370607145368,704.6104100078305,"(-27.86, +24.72)","(-1.05, +1.06)",2025-03-27
command-r-08-2024,6.61,5.47,7.62,796.0,653.9454067658473,618.8394544236609,680.6397008119026,"(-35.11, +26.69)","(-1.14, +1.01)",2025-03-27
nova-micro-v1,6.6,5.94,7.56,927.0,653.8067191033407,634.2117959819857,679.1614191246495,"(-19.59, +25.35)","(-0.66, +0.96)",2025-03-27
lfm-40b,5.81,4.86,6.79,863.0,630.2041444098412,597.1480755890302,659.0502970238075,"(-33.06, +28.85)","(-0.95, +0.98)",2025-03-27
llama-3.3-70b-instruct,5.37,4.48,6.27,809.0,615.700442038729,582.384053447731,644.2276986108611,"(-33.32, +28.53)","(-0.89, +0.90)",2025-03-27
command-r7b-12-2024,4.99,4.11,5.71,882.0,602.2441432525821,566.6332067701576,626.9494071777019,"(-35.61, +24.71)","(-0.88, +0.72)",2025-03-27
lfm-3b,3.59,3.08,4.29,776.0,542.3183436045301,514.6832559333538,574.5235565957026,"(-27.64, +32.21)","(-0.51, +0.70)",2025-03-27
qwen-2.5-7b-instruct,3.58,2.9,4.67,844.0,541.8794012740907,504.111400044653,590.1149913713557,"(-37.77, +48.24)","(-0.68, +1.09)",2025-03-27
olmo-2-0325-32b-instruct,3.33,2.72,3.76,890.0,528.8799713434289,492.69817390567005,550.8441228998091,"(-36.18, +21.96)","(-0.61, +0.43)",2025-03-27
jamba-1.6-mini,2.57,2.01,3.17,920.0,482.2681006540098,439.0408745980609,520.1626128974073,"(-43.23, +37.89)","(-0.56, +0.60)",2025-03-27
llama-3.1-nemotron-70b-instruct,2.34,1.97,2.7,1854.0,466.07874022767044,435.6229146389572,491.1086250195258,"(-30.46, +25.03)","(-0.37, +0.36)",2025-03-27
llama-3.1-405b-instruct,0.9,0.67,1.21,1735.0,296.4716259899707,246.1815448889163,349.8368943985969,"(-50.29, +53.37)","(-0.23, +0.31)",2025-03-27
llama-3.1-70b-instruct,0.54,0.42,0.66,1923.0,208.98906271393503,162.2458678741624,243.54313261933223,"(-46.74, +34.55)","(-0.12, +0.12)",2025-03-27
llama-3.1-8b-instruct,0.08,0.06,0.09,5081.0,-133.34048826954495,-180.68847661484108,-102.15533529732939,"(-47.35, +31.19)","(-0.02, +0.01)",2025-03-27
