model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
claude-3.5-sonnet-20240620,15.75,13.84,17.43,628.0,822.6955674782297,796.3845050003703,843.7874540481038,"(-26.31, +21.09)","(-1.91, +1.68)",2025-03-27
command-r-plus-08-2024,14.39,12.46,15.81,969.0,804.1511579492794,775.3233882350172,823.438878253866,"(-28.83, +19.29)","(-1.93, +1.42)",2025-03-27
gpt-4o-mini,14.22,12.79,15.76,830.0,801.7623746152508,780.5122786488341,822.842533325566,"(-21.25, +21.08)","(-1.43, +1.54)",2025-03-27
mistral-small-3.1-24b-instruct-2503,14.06,12.79,15.48,961.0,799.5001850913033,780.5873257322066,819.0960029539398,"(-18.91, +19.60)","(-1.27, +1.42)",2025-03-27
lfm-7b,13.62,12.29,14.76,1011.0,793.1342554398536,772.5283140532488,809.3398942983822,"(-20.61, +16.21)","(-1.33, +1.14)",2025-03-27
jamba-1.6-large,13.29,11.95,14.37,859.0,788.241104341417,767.036212959066,803.8948060790202,"(-21.20, +15.65)","(-1.34, +1.08)",2025-03-27
nova-lite-v1,13.29,11.96,14.71,994.0,788.2161583613346,767.1730383404321,808.6598254685624,"(-21.04, +20.44)","(-1.33, +1.42)",2025-03-27
mistral-small-24b-instruct-2501,10.55,9.3,11.63,998.0,742.6428065796829,718.3729376858058,761.6801841275645,"(-24.27, +19.04)","(-1.25, +1.08)",2025-03-27
gemma-2-27b-it,10.34,8.8,11.61,794.0,738.7156548806995,707.8836053098626,761.3829538521205,"(-30.83, +22.67)","(-1.54, +1.27)",2025-03-27
qwen2.5-32b-instruct,9.98,8.6,10.91,795.0,731.9757451537608,703.4972844018512,749.1934926673563,"(-28.48, +17.22)","(-1.38, +0.93)",2025-03-27
nova-micro-v1,9.37,8.34,10.4,927.0,719.7939438626531,697.61414259651,739.9785645915546,"(-22.18, +20.18)","(-1.03, +1.03)",2025-03-27
lfm-40b,8.99,7.95,10.18,863.0,711.9208696682663,688.642056331947,735.7961940028055,"(-23.28, +23.88)","(-1.04, +1.19)",2025-03-27
minimax-01,8.87,7.76,9.91,370.0,709.3440114654518,684.0082846449443,730.5260192070594,"(-25.34, +21.18)","(-1.11, +1.04)",2025-03-27
hermes-3-llama-3.1-405b,8.8,7.61,10.11,771.0,707.8472830011694,680.3333243327706,734.3861360425673,"(-27.51, +26.54)","(-1.19, +1.31)",2025-03-27
llama-3.1-nemotron-70b-instruct,8.66,7.8,9.64,1854.0,704.6747710055229,684.932799839576,725.2952329151035,"(-19.74, +20.62)","(-0.86, +0.98)",2025-03-27
hermes-3-llama-3.1-70b,8.65,7.3,9.56,771.0,704.5635345012495,672.5860863369157,723.6863055996124,"(-31.98, +19.12)","(-1.35, +0.91)",2025-03-27
command-r-08-2024,7.87,6.76,9.07,796.0,686.6721444910261,658.0907069542541,713.5880637176415,"(-28.58, +26.92)","(-1.11, +1.20)",2025-03-27
llama-3.3-70b-instruct,6.3,5.33,7.37,809.0,645.1157088028934,614.1890115536426,674.1863110700548,"(-30.93, +29.07)","(-0.97, +1.07)",2025-03-27
command-r7b-12-2024,6.25,5.47,7.12,882.0,643.5392519777743,619.1324734024192,667.7784586648386,"(-24.41, +24.24)","(-0.78, +0.87)",2025-03-27
gemma-2-9b-it,5.89,5.16,6.86,751.0,632.4828035616965,608.1809815932726,660.9338614033485,"(-24.30, +28.45)","(-0.73, +0.97)",2025-03-27
olmo-2-0325-32b-instruct,4.94,4.25,5.84,890.0,600.4249360955911,572.9644847312943,630.9738384249505,"(-27.46, +30.55)","(-0.69, +0.90)",2025-03-27
qwen-2.5-7b-instruct,4.84,4.19,5.7,844.0,596.6314142321743,570.4568383132004,626.5095235480384,"(-26.17, +29.88)","(-0.65, +0.86)",2025-03-27
llama-3.1-405b-instruct,4.82,4.15,5.7,1735.0,595.6140889618731,568.388820389684,626.4656035982455,"(-27.23, +30.85)","(-0.67, +0.88)",2025-03-27
lfm-3b,4.49,3.67,5.24,776.0,583.062546929754,546.446326223123,610.9364798996941,"(-36.62, +27.87)","(-0.82, +0.75)",2025-03-27
llama-3.1-70b-instruct,4.24,3.37,5.01,1923.0,572.4544592754903,530.9386300758767,603.0053033783713,"(-41.52, +30.55)","(-0.87, +0.77)",2025-03-27
jamba-1.6-mini,3.17,2.65,3.9,920.0,519.9019729261431,487.8411074289285,557.5630729023783,"(-32.06, +37.66)","(-0.52, +0.73)",2025-03-27
llama-3.1-8b-instruct,1.68,1.14,2.03,5081.0,407.02703957068593,339.51586651853455,440.88196560802356,"(-67.51, +33.85)","(-0.54, +0.35)",2025-03-27
