model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o1-low,41.66,39.38,44.16,1513.0,1055.5170518628258,1039.095042406705,1073.2419627465465,"(-16.42, +17.72)","(-2.28, +2.50)",2025-04-23
o3-mini-medium,40.43,38.48,43.6,1221.0,1046.6768778932933,1032.4753620390268,1069.2789960679975,"(-14.20, +22.60)","(-1.95, +3.17)",2025-04-23
claude-3.5-sonnet,38.98,34.88,41.25,682.0,1036.1370250224095,1005.5414758629076,1052.5327994513211,"(-30.60, +16.40)","(-4.10, +2.27)",2025-04-23
gemini-2.5-flash-preview(thinking),38.81,35.76,42.18,2521.0,1034.8712582341545,1012.2329494565192,1059.202962464236,"(-22.64, +24.33)","(-3.05, +3.37)",2025-04-23
grok-3-beta,38.28,35.73,40.8,1824.0,1031.028487913637,1012.0094001243815,1049.3062828141337,"(-19.02, +18.28)","(-2.55, +2.52)",2025-04-23
command-a,35.01,32.31,36.78,1083.0,1006.5264102262955,985.5604436892028,1019.9337581427225,"(-20.97, +13.41)","(-2.70, +1.77)",2025-04-23
o3-mini-low,34.46,32.33,36.76,1205.0,1002.2926455084671,985.6739879555914,1019.7816641300868,"(-16.62, +17.49)","(-2.13, +2.30)",2025-04-23
qwen-max,32.56,31.03,34.39,1420.0,987.4927560210988,975.2314722689483,1001.7800929482966,"(-12.26, +14.29)","(-1.53, +1.83)",2025-04-23
gpt-4o-2024-11-20,31.47,29.22,33.24,1142.0,978.7938489085697,960.3280652737485,992.8943275567091,"(-18.47, +14.10)","(-2.25, +1.77)",2025-04-23
qwq-32b,30.11,27.85,32.71,1517.0,967.7392668614077,948.657646383555,988.7010797834822,"(-19.08, +20.96)","(-2.26, +2.60)",2025-04-23
gemini-2.0-flash-thinking-exp-01-21,29.53,27.63,31.64,2497.0,962.877937309591,946.7243324254334,980.1502398289848,"(-16.15, +17.27)","(-1.90, +2.11)",2025-04-23
grok-3-mini-beta,28.31,26.0,30.46,2010.0,952.5804882332966,932.2847714372728,970.5985057104954,"(-20.30, +18.02)","(-2.31, +2.15)",2025-04-23
claude-3.5-haiku,27.14,24.11,30.31,601.0,942.4210082008882,914.8023604398252,969.3285781576694,"(-27.62, +26.91)","(-3.03, +3.17)",2025-04-23
qwen-plus,27.05,25.16,28.8,1346.0,941.7003849189944,924.6150940195394,956.7929713403871,"(-17.09, +15.09)","(-1.89, +1.75)",2025-04-23
claude-3.5-sonnet-20240620,25.38,22.58,28.55,628.0,926.62569650758,899.9704666239734,954.610463997073,"(-26.66, +27.98)","(-2.80, +3.17)",2025-04-23
gemini-2.5-flash-preview,24.71,22.7,26.57,2299.0,920.4503096522702,901.160170171278,937.4156444757215,"(-19.29, +16.97)","(-2.01, +1.86)",2025-04-23
gemini-2.0-flash-001,24.22,22.15,26.27,1901.0,915.8259164887893,895.6121965591855,934.6832317388333,"(-20.21, +18.86)","(-2.07, +2.05)",2025-04-23
deepseek-v3,23.49,21.63,25.29,1007.0,908.8443976767285,890.3234877029332,925.8436488741708,"(-18.52, +17.00)","(-1.86, +1.80)",2025-04-23
gemma-3-27b-it,20.9,19.22,22.87,1655.0,882.8104299567505,864.5556198852339,902.8528873981339,"(-18.25, +20.04)","(-1.68, +1.97)",2025-04-23
gpt-4.1-nano-2025-04-14,20.63,18.75,22.88,938.0,879.983466885618,859.295293699806,902.9204460357264,"(-20.69, +22.94)","(-1.88, +2.25)",2025-04-23
gemini-2.0-flash-lite-001,18.66,16.86,20.44,2196.0,858.2757309815657,836.7641599980343,877.9573934278815,"(-21.51, +19.68)","(-1.80, +1.78)",2025-04-23
grok-2-1212,14.09,12.43,15.86,898.0,799.9953519554265,774.8401651008048,824.1086521114937,"(-25.16, +24.11)","(-1.66, +1.77)",2025-04-23
jamba-1.6-large,12.99,11.22,14.17,863.0,783.6617052258182,754.6703254933411,801.0582434393305,"(-28.99, +17.40)","(-1.77, +1.18)",2025-04-23
nova-pro-v1,12.36,11.27,13.83,905.0,773.6797207012446,755.5279763448978,796.1681028682158,"(-18.15, +22.49)","(-1.09, +1.47)",2025-04-23
gpt-4o-mini,11.98,10.65,13.42,830.0,767.6086985923057,744.4322862790403,790.1172697045365,"(-23.18, +22.51)","(-1.33, +1.44)",2025-04-23
qwen-2.5-72b-instruct,11.53,10.08,13.17,1097.0,759.9708541072862,733.9011577364886,786.3041940277263,"(-26.07, +26.33)","(-1.45, +1.64)",2025-04-23
llama-4-maverick,11.52,10.36,13.0,920.0,759.8392302199752,739.1444427559533,783.8450747450793,"(-20.69, +24.01)","(-1.16, +1.48)",2025-04-23
mistral-large-2411,10.65,9.35,11.73,906.0,744.5688638710498,719.4296054451281,763.4431594881817,"(-25.14, +18.87)","(-1.30, +1.08)",2025-04-23
minimax-01,10.55,9.42,11.58,1071.0,742.5871462517293,720.7888727947416,760.8835201052312,"(-21.80, +18.30)","(-1.13, +1.03)",2025-04-23
gpt-4-1106-preview,9.76,8.48,11.14,840.0,727.6429213595845,700.8518955565604,753.2727525337401,"(-26.79, +25.63)","(-1.28, +1.38)",2025-04-23
gemma-2-27b-it,9.72,8.59,11.11,794.0,726.8677413729117,703.2519452101204,752.8052904517514,"(-23.62, +25.94)","(-1.13, +1.39)",2025-04-23
qwen2.5-32b-instruct,7.02,5.96,8.39,795.0,665.2731824581992,634.6772326634292,698.7287356349359,"(-30.60, +33.46)","(-1.06, +1.37)",2025-04-23
command-r-plus-08-2024,6.73,5.85,7.75,969.0,657.2358381327165,631.3316216700482,683.7796052100297,"(-25.90, +26.54)","(-0.88, +1.02)",2025-04-23
hermes-3-llama-3.1-405b,6.53,5.47,7.75,771.0,651.7981965168692,619.0316902367668,683.8004798009842,"(-32.77, +32.00)","(-1.06, +1.22)",2025-04-23
mistral-small-3.1-24b-instruct-2503,6.32,5.53,7.07,961.0,645.7315859205198,620.9992328269713,666.3997400875185,"(-24.73, +20.67)","(-0.79, +0.75)",2025-04-23
qwen-turbo,6.19,5.04,7.41,623.0,641.7912236605556,603.9064010613247,675.3698588823847,"(-37.88, +33.58)","(-1.15, +1.22)",2025-04-23
llama-4-scout,6.13,5.29,6.99,844.0,639.9035962538787,612.6863987568914,664.4808475561107,"(-27.22, +24.58)","(-0.84, +0.86)",2025-04-23
nova-lite-v1,5.78,4.9,6.98,994.0,629.0859417467977,598.7119841889848,664.0524295507344,"(-30.37, +34.97)","(-0.88, +1.20)",2025-04-23
lfm-7b,5.53,4.96,6.54,1011.0,621.1010642087394,601.0426525623101,652.0737994846504,"(-20.06, +30.97)","(-0.57, +1.01)",2025-04-23
wizardlm-2-8x22b,5.37,4.68,6.16,1028.0,615.5481847124831,590.3005988561574,640.9976560602378,"(-25.25, +25.45)","(-0.69, +0.79)",2025-04-23
hermes-3-llama-3.1-70b,5.16,4.34,6.15,771.0,608.3859239761346,576.7457512281284,640.5873746814119,"(-31.64, +32.20)","(-0.82, +0.99)",2025-04-23
mistral-small-24b-instruct-2501,4.94,4.32,5.7,998.0,600.2335347802259,575.9363952776499,626.6653705297766,"(-24.30, +26.43)","(-0.62, +0.76)",2025-04-23
gemma-2-9b-it,4.85,3.99,5.61,751.0,596.7548029453012,561.2960322805072,623.4729878392149,"(-35.46, +26.72)","(-0.86, +0.76)",2025-04-23
command-r-08-2024,3.82,3.0,4.6,796.0,553.5852906304217,509.9208555958325,587.4230177133945,"(-43.66, +33.84)","(-0.82, +0.78)",2025-04-23
llama-3.3-70b-instruct,3.75,2.95,4.78,809.0,550.1250057203183,507.030984620236,594.3418711970047,"(-43.09, +44.22)","(-0.80, +1.03)",2025-04-23
nova-micro-v1,3.74,3.15,4.53,927.0,549.8285526133618,518.845155346465,584.6013865353634,"(-30.98, +34.77)","(-0.59, +0.79)",2025-04-23
lfm-40b,3.33,2.58,4.02,863.0,529.0202577598357,483.33698358426756,563.000615623589,"(-45.68, +33.98)","(-0.75, +0.69)",2025-04-23
command-r7b-12-2024,2.84,2.31,3.36,882.0,500.41004497432175,463.1722515498086,530.2702141439146,"(-37.24, +29.86)","(-0.53, +0.52)",2025-04-23
lfm-3b,2.19,1.72,2.6,776.0,454.2732354489815,411.35859441392483,484.6323679025683,"(-42.91, +30.36)","(-0.47, +0.41)",2025-04-23
qwen-2.5-7b-instruct,1.75,1.34,2.19,844.0,414.314919697945,367.35612929044714,453.94909393543406,"(-46.96, +39.63)","(-0.41, +0.44)",2025-04-23
olmo-2-0325-32b-instruct,1.72,1.33,2.27,890.0,411.1703577579923,365.5481586168781,460.35035086840026,"(-45.62, +49.18)","(-0.39, +0.55)",2025-04-23
jamba-1.6-mini,1.51,1.16,2.02,920.0,387.990819221635,342.2107681871739,440.0376437373789,"(-45.78, +52.05)","(-0.35, +0.51)",2025-04-23
llama-3.1-nemotron-70b-instruct,1.18,0.95,1.44,1854.0,344.2997146329095,306.6195248287492,379.40294501576545,"(-37.68, +35.10)","(-0.23, +0.26)",2025-04-23
llama-3.1-405b-instruct,0.53,0.37,0.71,1735.0,204.60984610032597,140.793920938132,256.2287480995738,"(-63.82, +51.62)","(-0.16, +0.18)",2025-04-23
llama-3.1-70b-instruct,0.25,0.16,0.32,1923.0,71.95519209490453,-0.12795138509531212,117.38679622521083,"(-72.08, +45.43)","(-0.09, +0.07)",2025-04-23
llama-3.1-8b-instruct,0.04,0.02,0.05,5081.0,-267.54837910721426,-363.19921256040914,-214.84183504706547,"(-95.65, +52.71)","(-0.02, +0.01)",2025-04-23
