model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
chatgpt-4o-latest(2025-03-26),54.06,51.84,56.58,1111.0,1142.2591597053788,1126.7967366309624,1160.0000915783662,"(-15.46, +17.74)","(-2.22, +2.52)",2025-04-23
claude-3.7-sonnet(thinking),52.01,49.73,54.36,1248.0,1127.9992196307592,1112.141207901743,1144.3788521686924,"(-15.86, +16.38)","(-2.28, +2.35)",2025-04-23
o3-mini-medium,50.01,47.43,52.31,1221.0,1114.099462756511,1096.1230849647284,1130.0658430078809,"(-17.98, +15.97)","(-2.58, +2.30)",2025-04-23
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-04-23
grok-3-mini-beta,48.61,45.91,51.06,2010.0,1104.340079985146,1085.5500339341309,1121.3372125259532,"(-18.79, +17.00)","(-2.70, +2.45)",2025-04-23
gemini-2.0-flash-001,48.22,45.95,50.54,1901.0,1101.6351948204,1085.7952907910924,1117.7271264922397,"(-15.84, +16.09)","(-2.27, +2.32)",2025-04-23
deepseek-r1,47.13,45.04,49.61,1218.0,1094.0470268797508,1079.4427457975983,1111.283951338088,"(-14.60, +17.24)","(-2.09, +2.48)",2025-04-23
quasar-alpha,46.35,44.27,49.08,909.0,1088.5665299609013,1073.9958000845659,1107.6098948388558,"(-14.57, +19.04)","(-2.08, +2.73)",2025-04-23
gpt-4.1-2025-04-14,44.95,42.81,47.32,949.0,1078.8145829898217,1063.684040635243,1095.327158432304,"(-15.13, +16.51)","(-2.14, +2.37)",2025-04-23
gemini-2.0-flash-lite-001,44.36,42.09,47.19,2196.0,1074.6312797444136,1058.5914789595777,1094.4818165833526,"(-16.04, +19.85)","(-2.27, +2.83)",2025-04-23
o3-mini-low,43.99,41.43,45.97,1205.0,1072.018575579402,1053.8639452555312,1085.9672940928444,"(-18.15, +13.95)","(-2.56, +1.98)",2025-04-23
gpt-4.5-preview,43.44,41.37,45.41,1040.0,1068.1298655878147,1053.442451043279,1082.0476151081907,"(-14.69, +13.92)","(-2.07, +1.97)",2025-04-23
gpt-4.1-mini-2025-04-14,42.17,39.72,43.9,1080.0,1059.1560233968262,1041.5700707207816,1071.3776287020792,"(-17.59, +12.22)","(-2.45, +1.73)",2025-04-23
qwen-max,40.26,37.59,42.83,1420.0,1045.450319836237,1025.898615434817,1063.853214891682,"(-19.55, +18.40)","(-2.67, +2.57)",2025-04-23
gemma-3-27b-it,39.87,37.29,41.76,1655.0,1042.639734666597,1023.6772096583321,1056.1838910730758,"(-18.96, +13.54)","(-2.58, +1.89)",2025-04-23
command-a,34.07,31.57,35.99,1083.0,999.300367991213,979.6480270298308,1014.0005969197874,"(-19.65, +14.70)","(-2.50, +1.92)",2025-04-23
qwq-32b,33.04,31.01,35.07,1517.0,991.2543224101183,975.049485093677,1007.0251966567541,"(-16.20, +15.77)","(-2.03, +2.03)",2025-04-23
qwen-plus,32.54,30.7,34.55,1346.0,987.3417754978846,972.5908807045205,1003.0199857930497,"(-14.75, +15.68)","(-1.84, +2.01)",2025-04-23
gpt-4o-2024-11-20,31.25,29.6,33.09,1142.0,977.0332811823064,963.46422131924,991.6818978834232,"(-13.57, +14.65)","(-1.65, +1.84)",2025-04-23
claude-3.5-sonnet,22.61,20.33,24.49,682.0,900.2087950776713,876.7588687878466,918.4255030903157,"(-23.45, +18.22)","(-2.28, +1.88)",2025-04-23
deepseek-v3,22.6,20.78,23.94,1007.0,900.193002468447,881.493000630931,913.1594013660772,"(-18.70, +12.97)","(-1.82, +1.34)",2025-04-23
gpt-4.1-nano-2025-04-14,19.74,17.79,21.11,938.0,870.3055500022776,848.1343641707306,884.9423740969596,"(-22.17, +14.64)","(-1.95, +1.37)",2025-04-23
claude-3.5-sonnet-20240620,14.83,13.63,16.7,628.0,810.3707207021614,793.2056723546109,834.8305965303555,"(-17.17, +24.46)","(-1.20, +1.87)",2025-04-23
grok-2-1212,14.13,12.69,15.53,898.0,800.5428922801983,778.9553740906948,819.799544440911,"(-21.59, +19.26)","(-1.44, +1.40)",2025-04-23
qwen-2.5-72b-instruct,13.82,12.54,15.27,1097.0,796.0447011505936,776.522962454,816.3400203429399,"(-19.52, +20.30)","(-1.28, +1.45)",2025-04-23
nova-pro-v1,13.35,11.99,14.51,905.0,789.0272118387252,767.767944126324,805.9448964368252,"(-21.26, +16.92)","(-1.36, +1.16)",2025-04-23
minimax-01,12.93,11.51,14.1,1071.0,782.7039258230377,759.6780696978051,800.0807887466891,"(-23.03, +17.38)","(-1.42, +1.17)",2025-04-23
claude-3.5-haiku,12.75,11.12,13.96,601.0,779.8283028478297,752.9422723330134,798.0768547560758,"(-26.89, +18.25)","(-1.63, +1.21)",2025-04-23
gpt-4-1106-preview,12.49,10.71,14.01,840.0,775.7405573404408,745.6680650433407,798.8487094060036,"(-30.07, +23.11)","(-1.78, +1.52)",2025-04-23
llama-4-maverick,11.69,10.22,13.28,920.0,762.6615164622541,736.4471454251508,787.9680523993877,"(-26.21, +25.31)","(-1.47, +1.59)",2025-04-23
mistral-large-2411,11.15,10.01,12.51,906.0,753.4880059085815,732.4726978112604,776.1710429359382,"(-21.02, +22.68)","(-1.14, +1.36)",2025-04-23
wizardlm-2-8x22b,11.06,9.75,12.3,1028.0,751.9061808230099,727.484569311526,772.7176381716379,"(-24.42, +20.81)","(-1.31, +1.24)",2025-04-23
command-r-plus-08-2024,9.64,8.36,10.85,969.0,725.2025367191432,698.1334419676325,748.0876308223354,"(-27.07, +22.89)","(-1.28, +1.21)",2025-04-23
gpt-4o-mini,9.54,8.42,10.58,830.0,723.1817250372382,699.4228558407245,743.2224407276703,"(-23.76, +20.04)","(-1.12, +1.04)",2025-04-23
jamba-1.6-large,9.37,8.38,10.43,863.0,719.7265909658422,698.5073577631198,740.4461864355438,"(-21.22, +20.72)","(-0.99, +1.06)",2025-04-23
mistral-small-3.1-24b-instruct-2503,8.54,7.48,9.77,961.0,702.0919769385725,677.0625815882166,727.7895775177308,"(-25.03, +25.70)","(-1.06, +1.23)",2025-04-23
nova-lite-v1,8.34,7.14,9.4,994.0,697.6548545401411,668.4481591611299,720.3551685065306,"(-29.21, +22.70)","(-1.20, +1.06)",2025-04-23
lfm-7b,8.27,7.41,9.1,1011.0,695.9493040799645,675.3053977331774,714.291558403339,"(-20.64, +18.34)","(-0.86, +0.83)",2025-04-23
qwen2.5-32b-instruct,7.62,6.3,8.88,795.0,680.5951161147923,644.916472088323,709.6079758421522,"(-35.68, +29.01)","(-1.32, +1.26)",2025-04-23
gemma-2-27b-it,7.36,6.45,8.39,794.0,673.9097678428948,649.4951013000405,698.7325652719223,"(-24.41, +24.82)","(-0.91, +1.03)",2025-04-23
hermes-3-llama-3.1-405b,6.39,5.53,7.49,771.0,647.6162692553686,621.1316615648722,677.192522248849,"(-26.48, +29.58)","(-0.86, +1.10)",2025-04-23
mistral-small-24b-instruct-2501,6.34,5.3,7.34,998.0,646.2364039140789,613.1794492260273,673.4967188897465,"(-33.06, +27.26)","(-1.04, +1.00)",2025-04-23
llama-4-scout,6.28,5.23,7.13,844.0,644.3347422036525,610.9019350960381,668.1255482088554,"(-33.43, +23.79)","(-1.05, +0.85)",2025-04-23
llama-3.1-nemotron-70b-instruct,5.66,4.98,6.36,1854.0,625.1196491331197,601.598606719845,646.8484565457858,"(-23.52, +21.73)","(-0.68, +0.70)",2025-04-23
nova-micro-v1,5.42,4.76,6.45,927.0,617.2121118976617,593.3587165910623,649.452000111915,"(-23.85, +32.24)","(-0.66, +1.03)",2025-04-23
hermes-3-llama-3.1-70b,5.3,4.46,6.37,771.0,613.0096074890955,581.4967744300708,647.037567680677,"(-31.51, +34.03)","(-0.84, +1.07)",2025-04-23
lfm-40b,5.09,4.34,6.06,863.0,605.6746048906923,576.6478168944551,637.7393543059038,"(-29.03, +32.06)","(-0.75, +0.97)",2025-04-23
qwen-turbo,4.85,3.95,5.75,623.0,597.0914098464091,559.8272003237439,628.0202279775932,"(-37.26, +30.93)","(-0.90, +0.90)",2025-04-23
command-r-08-2024,4.66,3.64,5.41,796.0,589.7276822016266,544.7073396892189,616.878501903325,"(-45.02, +27.15)","(-1.02, +0.75)",2025-04-23
llama-3.3-70b-instruct,4.43,3.56,5.07,809.0,580.2929222390611,541.0096807513936,604.9996994252436,"(-39.28, +24.71)","(-0.87, +0.64)",2025-04-23
llama-3.1-405b-instruct,3.72,2.77,4.66,1735.0,548.5717844818938,495.9773198170112,589.6744609086984,"(-52.59, +41.10)","(-0.95, +0.94)",2025-04-23
command-r7b-12-2024,3.57,2.93,4.26,882.0,541.6338072827319,505.712625933263,573.4932988476291,"(-35.92, +31.86)","(-0.64, +0.69)",2025-04-23
gemma-2-9b-it,3.57,2.98,4.48,751.0,541.5810373334235,509.0200855340587,582.3377168623883,"(-32.56, +40.76)","(-0.59, +0.91)",2025-04-23
lfm-3b,2.8,2.22,3.3,776.0,497.55552577838614,456.1687117638929,527.0012676527298,"(-41.39, +29.45)","(-0.58, +0.50)",2025-04-23
qwen-2.5-7b-instruct,2.78,2.11,3.53,844.0,496.33060337736765,447.3109395912812,539.4708897212041,"(-49.02, +43.14)","(-0.67, +0.75)",2025-04-23
olmo-2-0325-32b-instruct,2.69,2.11,3.28,890.0,490.7189998846875,447.1712998267274,526.0267689032004,"(-43.55, +35.31)","(-0.58, +0.59)",2025-04-23
llama-3.1-70b-instruct,2.37,1.83,3.02,1923.0,468.38408183218473,421.77523630212437,511.422495696872,"(-46.61, +43.04)","(-0.54, +0.65)",2025-04-23
jamba-1.6-mini,2.03,1.51,2.52,920.0,440.2589056287254,388.1766232883914,478.70127031073423,"(-52.08, +38.44)","(-0.52, +0.49)",2025-04-23
llama-3.1-8b-instruct,0.96,0.63,1.34,5081.0,308.01455054466044,235.743984410037,367.3300778303627,"(-72.27, +59.32)","(-0.33, +0.38)",2025-04-23
