model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
qwen-plus,46.78,45.68,48.01,1346.0,977.5826169287404,964.8063192227875,999.0292418066238,"(-12.78, +21.45)","(-1.10, +1.23)",2025-04-23
gemma-3-27b-it,45.14,43.74,46.0,1655.0,966.096418164943,951.1132484449224,985.0340988265606,"(-14.98, +18.94)","(-1.40, +0.86)",2025-04-23
o3-mini-medium,44.14,42.81,45.82,1221.0,959.0685806344669,944.5374660283892,983.7947561799336,"(-14.53, +24.73)","(-1.33, +1.68)",2025-04-23
command-a,43.54,42.4,44.98,1083.0,954.856673417539,941.682967167831,977.9066881751908,"(-13.17, +23.05)","(-1.14, +1.44)",2025-04-23
gpt-4o-2024-11-20,42.53,41.46,43.69,1142.0,947.7133739909718,934.9615881689091,968.7703684933311,"(-12.75, +21.06)","(-1.07, +1.16)",2025-04-23
o3-mini-low,39.0,37.4,40.43,1205.0,922.266596039962,905.3605451284038,945.5743494779509,"(-16.91, +23.31)","(-1.60, +1.43)",2025-04-23
deepseek-v3,30.32,29.39,31.9,1007.0,855.4795778458044,842.6069385950743,881.128312737902,"(-12.87, +25.65)","(-0.93, +1.58)",2025-04-23
gpt-4.1-nano-2025-04-14,21.54,20.21,22.76,938.0,775.4032462994862,756.331224722393,800.6530455447095,"(-19.07, +25.25)","(-1.33, +1.22)",2025-04-23
claude-3.5-sonnet,18.19,17.17,19.06,682.0,738.8661074161802,721.5570404168996,761.6819472688517,"(-17.31, +22.82)","(-1.02, +0.87)",2025-04-23
minimax-01,17.48,16.21,18.52,1071.0,730.4279947954107,709.5189085295347,755.5091961078487,"(-20.91, +25.08)","(-1.27, +1.04)",2025-04-23
qwen-2.5-72b-instruct,16.7,15.29,17.64,1097.0,720.8667598377153,697.4171488475421,745.2192691795503,"(-23.45, +24.35)","(-1.41, +0.94)",2025-04-23
nova-pro-v1,15.11,14.18,16.09,905.0,700.1296528129474,682.0571306362489,726.0268466918589,"(-18.07, +25.90)","(-0.93, +0.98)",2025-04-23
jamba-1.6-large,14.09,13.16,15.28,863.0,685.9530829293269,667.0488732991785,715.379506506361,"(-18.90, +29.43)","(-0.93, +1.19)",2025-04-23
grok-2-1212,13.89,12.97,14.87,898.0,683.1316024765151,664.1933365587774,709.7430306822563,"(-18.94, +26.61)","(-0.92, +0.98)",2025-04-23
llama-4-maverick,13.26,12.33,13.74,920.0,673.7850065266458,654.0839396522788,693.7352769998201,"(-19.70, +19.95)","(-0.93, +0.48)",2025-04-23
mistral-large-2411,11.42,10.27,12.13,906.0,644.0512102814913,618.3777584715189,668.9709665573325,"(-25.67, +24.92)","(-1.15, +0.71)",2025-04-23
claude-3.5-sonnet-20240620,11.29,10.39,12.3,628.0,641.9244701595788,620.4942938044924,671.5898108589023,"(-21.43, +29.67)","(-0.90, +1.01)",2025-04-23
gpt-4o-mini,10.45,9.43,11.24,830.0,626.7346008317846,601.78324412079,653.8748239789192,"(-24.95, +27.14)","(-1.02, +0.79)",2025-04-23
lfm-7b,9.72,9.09,10.67,1011.0,612.7435074165995,594.8038747646625,643.6722682628522,"(-17.94, +30.93)","(-0.63, +0.95)",2025-04-23
claude-3.5-haiku,9.67,8.89,10.63,601.0,611.8052706750324,590.4978857924324,642.9870954263882,"(-21.31, +31.18)","(-0.78, +0.96)",2025-04-23
gpt-4-1106-preview,9.51,8.87,10.46,840.0,608.6320894396287,590.1184540011075,639.8718190674849,"(-18.51, +31.24)","(-0.64, +0.95)",2025-04-23
wizardlm-2-8x22b,9.28,8.76,9.94,1028.0,603.9675694051546,587.831936003017,630.0692439652212,"(-16.14, +26.10)","(-0.52, +0.66)",2025-04-23
nova-lite-v1,9.12,8.26,10.15,994.0,600.5075656331741,576.5425878558732,634.1136025286696,"(-23.96, +33.61)","(-0.86, +1.03)",2025-04-23
mistral-small-3.1-24b-instruct-2503,9.07,8.18,9.76,961.0,599.5206913018292,574.7760003317599,626.589066225406,"(-24.74, +27.07)","(-0.89, +0.69)",2025-04-23
gemma-2-27b-it,8.14,7.38,8.79,794.0,578.9882446308915,555.2929182015207,606.5002041286424,"(-23.70, +27.51)","(-0.76, +0.65)",2025-04-23
llama-3.1-nemotron-70b-instruct,8.1,7.35,8.74,1854.0,578.1702500928366,554.6393524305674,605.4148224869786,"(-23.53, +27.24)","(-0.75, +0.64)",2025-04-23
command-r-plus-08-2024,7.75,6.86,8.7,969.0,569.8220701052762,541.8803060245413,604.5013810620111,"(-27.94, +34.68)","(-0.89, +0.95)",2025-04-23
llama-4-scout,6.72,6.15,7.5,844.0,542.9140900747246,521.5361752171971,576.3516664808167,"(-21.38, +33.44)","(-0.57, +0.78)",2025-04-23
mistral-small-24b-instruct-2501,6.52,6.05,7.2,998.0,537.5481276501342,518.3343114869105,568.804475809564,"(-19.21, +31.26)","(-0.47, +0.68)",2025-04-23
qwen2.5-32b-instruct,5.99,5.4,6.61,795.0,521.6321263719676,497.36250964787297,552.934424474621,"(-24.27, +31.30)","(-0.59, +0.62)",2025-04-23
nova-micro-v1,5.67,4.96,6.36,927.0,511.7258468353299,481.9040492183456,545.7837184895648,"(-29.82, +34.06)","(-0.71, +0.69)",2025-04-23
hermes-3-llama-3.1-405b,5.42,4.86,6.18,771.0,503.35613321882823,478.0200920718539,540.3044016533602,"(-25.34, +36.95)","(-0.56, +0.76)",2025-04-23
lfm-40b,4.25,3.64,5.15,863.0,459.0874934538522,425.8142022689845,506.6656205336781,"(-33.27, +47.58)","(-0.61, +0.90)",2025-04-23
gemma-2-9b-it,4.23,3.68,4.68,751.0,458.24765172306115,427.6659585926152,489.3990820994529,"(-30.58, +31.15)","(-0.55, +0.45)",2025-04-23
hermes-3-llama-3.1-70b,4.23,3.79,4.8,771.0,458.0776487196308,432.9284634004729,493.9075388253736,"(-25.15, +35.83)","(-0.44, +0.57)",2025-04-23
qwen-turbo,3.59,2.99,4.12,623.0,428.4754434122282,390.6495386246431,466.07476891058656,"(-37.83, +37.60)","(-0.60, +0.53)",2025-04-23
llama-3.3-70b-instruct,3.53,3.01,4.0,809.0,425.1716276382333,391.77921131509817,460.858643691644,"(-33.39, +35.69)","(-0.52, +0.47)",2025-04-23
command-r-08-2024,3.4,2.69,3.8,796.0,418.5641832078968,371.5520516290685,451.63774671784245,"(-47.01, +33.07)","(-0.71, +0.40)",2025-04-23
lfm-3b,3.38,2.85,3.83,776.0,417.3978108728421,381.93424109053433,453.11421417671835,"(-35.46, +35.72)","(-0.53, +0.45)",2025-04-23
command-r7b-12-2024,3.31,2.9,3.79,882.0,413.94163543164825,385.0547953016526,450.95826020389177,"(-28.89, +37.02)","(-0.41, +0.48)",2025-04-23
jamba-1.6-mini,2.97,2.5,3.54,920.0,394.4195341771857,358.09837005500697,438.88000212949163,"(-36.32, +44.46)","(-0.47, +0.57)",2025-04-23
llama-3.1-405b-instruct,2.83,2.45,3.44,1735.0,385.76159029315863,354.9187518776379,433.45250122743687,"(-30.84, +47.69)","(-0.38, +0.61)",2025-04-23
olmo-2-0325-32b-instruct,2.68,2.22,3.4,890.0,375.9737416585856,337.2601573619788,431.730991960709,"(-38.71, +55.76)","(-0.46, +0.72)",2025-04-23
qwen-2.5-7b-instruct,2.42,2.04,2.8,844.0,357.5910300164737,322.48907757144354,396.4140872892201,"(-35.10, +38.82)","(-0.38, +0.38)",2025-04-23
llama-3.1-70b-instruct,1.85,1.27,2.16,1923.0,310.21918294347563,238.6492454106741,350.674934588441,"(-71.57, +40.46)","(-0.58, +0.31)",2025-04-23
llama-3.1-8b-instruct,0.79,0.5,1.04,5081.0,161.23544846777997,74.97314784070088,221.94950448304542,"(-86.26, +60.71)","(-0.29, +0.25)",2025-04-23
