model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
mistral-small-3.1-24b-instruct-2503,14.05,12.64,15.14,961.0,799.3598703902748,778.1413712425586,814.6123658307371,"(-21.22, +15.25)","(-1.41, +1.09)",2025-03-28
lfm-7b,13.69,12.6,14.87,1011.0,794.1445647395417,777.4891780003042,810.8792820084359,"(-16.66, +16.73)","(-1.09, +1.18)",2025-03-28
jamba-1.6-large,13.45,12.46,14.55,859.0,790.5250105550815,775.2505088908581,806.5044571002104,"(-15.27, +15.98)","(-0.99, +1.10)",2025-03-28
nova-lite-v1,13.3,11.74,14.58,994.0,788.3892036607284,763.5267208376515,806.8540530521245,"(-24.86, +18.46)","(-1.56, +1.28)",2025-03-28
mistral-small-24b-instruct-2501,10.57,9.3,11.74,998.0,743.089367432424,718.4249274552885,763.5329158134964,"(-24.66, +20.44)","(-1.27, +1.17)",2025-03-28
gemma-2-27b-it,10.39,9.25,11.71,794.0,739.6309051065947,717.2681341742531,763.08895993671,"(-22.36, +23.46)","(-1.14, +1.32)",2025-03-28
qwen2.5-32b-instruct,9.95,8.92,11.11,795.0,731.3925986130863,710.3496335529139,752.6806351896088,"(-21.04, +21.29)","(-1.03, +1.16)",2025-03-28
nova-micro-v1,9.41,8.39,10.51,927.0,720.5358009366955,698.6671150821503,741.9431561578502,"(-21.87, +21.41)","(-1.02, +1.10)",2025-03-28
lfm-40b,8.95,7.71,9.82,863.0,711.1051273732951,682.7820933879232,728.8323058652896,"(-28.32, +17.73)","(-1.24, +0.87)",2025-03-28
minimax-01,8.88,7.7,9.89,370.0,709.4428208708716,682.4398218422655,730.136435662806,"(-27.00, +20.69)","(-1.18, +1.01)",2025-03-28
hermes-3-llama-3.1-405b,8.76,7.62,9.84,771.0,706.9021010191284,680.4857864259033,729.1157692439137,"(-26.42, +22.21)","(-1.14, +1.08)",2025-03-28
llama-3.1-nemotron-70b-instruct,8.73,7.73,9.88,1854.0,706.1986533697208,683.1330903624573,729.8855454002608,"(-23.07, +23.69)","(-1.00, +1.15)",2025-03-28
hermes-3-llama-3.1-70b,8.57,7.37,10.01,771.0,702.8076563235188,674.3812446973812,732.4239316159402,"(-28.43, +29.62)","(-1.20, +1.44)",2025-03-28
command-r-08-2024,7.82,6.72,9.03,796.0,685.4604166319687,657.1238061139759,712.7150862271891,"(-28.34, +27.25)","(-1.10, +1.21)",2025-03-28
llama-3.3-70b-instruct,6.31,5.51,7.21,809.0,645.3258879973461,620.3815788127824,670.2614123160982,"(-24.94, +24.94)","(-0.80, +0.90)",2025-03-28
command-r7b-12-2024,6.27,5.18,7.17,882.0,644.0570422075704,608.9065532213017,669.2416141151692,"(-35.15, +25.18)","(-1.09, +0.90)",2025-03-28
gemma-2-9b-it,5.92,5.15,6.76,751.0,633.651897314027,608.0751764957475,658.0720890376916,"(-25.58, +24.42)","(-0.77, +0.84)",2025-03-28
olmo-2-0325-32b-instruct,4.99,4.32,6.0,890.0,602.0404200600834,575.7742263759839,635.8988771314623,"(-26.27, +33.86)","(-0.67, +1.01)",2025-03-28
qwen-2.5-7b-instruct,4.83,4.01,5.8,844.0,596.2591012425729,562.1687727390427,629.7404706244816,"(-34.09, +33.48)","(-0.82, +0.97)",2025-03-28
llama-3.1-405b-instruct,4.78,4.03,5.84,1735.0,594.1280653669082,563.1053394450387,630.9366471742263,"(-31.02, +36.81)","(-0.75, +1.06)",2025-03-28
lfm-3b,4.56,3.68,5.23,776.0,585.7021545703362,546.7032168714543,610.8414320287563,"(-39.00, +25.14)","(-0.88, +0.67)",2025-03-28
llama-3.1-70b-instruct,4.15,3.37,5.0,1923.0,568.6507196475719,531.1918304396506,602.3449650672295,"(-37.46, +33.69)","(-0.78, +0.85)",2025-03-28
jamba-1.6-mini,3.24,2.79,3.65,920.0,523.9008361627574,496.94937529810835,545.385374478103,"(-26.95, +21.48)","(-0.45, +0.41)",2025-03-28
llama-3.1-8b-instruct,1.62,1.3,2.09,5081.0,400.3841331945664,361.69448322450796,445.6641308389447,"(-38.69, +45.28)","(-0.32, +0.47)",2025-03-28
