model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o3-mini-medium,49.99,47.24,52.86,1221.0,1113.9129725768066,1094.8100925762858,1133.884448809563,"(-19.10, +19.97)","(-2.75, +2.87)",2025-04-03
gemini-2.0-flash-001,49.1,46.22,51.69,1901.0,1107.7380834229627,1087.676705384186,1125.7645394161975,"(-20.06, +18.03)","(-2.88, +2.59)",2025-04-03
deepseek-r1,46.82,44.52,49.31,1218.0,1091.8583939741306,1075.776219167336,1109.204928091245,"(-16.08, +17.35)","(-2.30, +2.49)",2025-04-03
gemini-2.0-flash-lite-001,45.31,43.26,47.25,2196.0,1081.2978087881088,1066.889018934811,1094.859388274238,"(-14.41, +13.56)","(-2.05, +1.94)",2025-04-03
o3-mini-low,43.99,40.95,46.91,1205.0,1072.0242633107193,1050.3992389848954,1092.4973827880176,"(-21.63, +20.47)","(-3.04, +2.92)",2025-04-03
gpt-4.5-preview,42.51,39.44,44.52,1040.0,1061.5886165638876,1039.4660996067312,1075.7565468192972,"(-22.12, +14.17)","(-3.07, +2.01)",2025-04-03
gemma-3-27b-it,40.64,38.21,42.69,1655.0,1048.212253585175,1030.476232201744,1062.8366943640156,"(-17.74, +14.62)","(-2.43, +2.05)",2025-04-03
qwen-max,39.13,36.79,41.57,1420.0,1037.278953619016,1019.9822671985789,1054.8595554975527,"(-17.30, +17.58)","(-2.34, +2.44)",2025-04-03
command-a,33.58,31.73,35.76,1083.0,995.4742684790631,980.8974922204999,1012.201320658088,"(-14.58, +16.73)","(-1.85, +2.18)",2025-04-03
qwq-32b,32.51,30.89,34.13,1517.0,987.1059698711555,974.1404640658218,999.8070586267506,"(-12.97, +12.70)","(-1.62, +1.62)",2025-04-03
qwen-plus,31.55,29.11,33.8,1346.0,979.4231223054899,959.3924421055392,997.241540371999,"(-20.03, +17.82)","(-2.44, +2.25)",2025-04-03
gpt-4o-2024-11-20,30.44,28.81,32.49,1142.0,970.4219638154029,956.8795001274227,986.9483833231142,"(-13.54, +16.53)","(-1.63, +2.05)",2025-04-03
claude-3.5-sonnet,22.9,20.3,24.72,682.0,903.1178997791702,876.3932216819834,920.5687483293576,"(-26.72, +17.45)","(-2.60, +1.82)",2025-04-03
deepseek-v3,22.02,20.41,24.23,1007.0,894.3104930438506,877.543310252559,915.92901214986,"(-16.77, +21.62)","(-1.61, +2.21)",2025-04-03
claude-3.5-sonnet-20240620,14.91,12.99,16.9,628.0,811.4539496453231,783.6788573960868,837.321327125558,"(-27.78, +25.87)","(-1.92, +1.99)",2025-04-03
grok-2-1212,13.96,12.3,15.61,898.0,798.1403291558972,772.8231849292365,820.8057822884587,"(-25.32, +22.67)","(-1.66, +1.65)",2025-04-03
qwen-2.5-72b-instruct,13.58,12.43,14.72,1097.0,792.4988389340645,774.842160421912,808.7821673176259,"(-17.66, +16.28)","(-1.15, +1.14)",2025-04-03
nova-pro-v1,13.0,11.75,14.33,905.0,783.8178952925825,763.6840415029054,803.3122746396193,"(-20.13, +19.49)","(-1.25, +1.33)",2025-04-03
claude-3.5-haiku,12.86,11.51,14.24,601.0,781.5998574817058,759.6110563624633,802.1387388876985,"(-21.99, +20.54)","(-1.35, +1.38)",2025-04-03
minimax-01,12.63,11.08,13.84,1071.0,777.977692003645,752.2050039922436,796.3754429290295,"(-25.77, +18.40)","(-1.55, +1.21)",2025-04-03
gpt-4-1106-preview,12.56,11.03,14.02,840.0,776.9658963426347,751.3891195906713,798.9509205763245,"(-25.58, +21.99)","(-1.53, +1.46)",2025-04-03
wizardlm-2-8x22b,11.14,9.84,12.33,1028.0,753.3280835061246,729.2070572799466,773.1959300750935,"(-24.12, +19.87)","(-1.30, +1.19)",2025-04-03
mistral-large-2411,11.02,9.87,12.53,906.0,751.163326911056,729.7728417121584,776.3843423488499,"(-21.39, +25.22)","(-1.15, +1.51)",2025-04-03
command-r-plus-08-2024,9.7,8.52,11.02,969.0,726.3858184375763,701.7329555197949,751.0786439155765,"(-24.65, +24.69)","(-1.18, +1.32)",2025-04-03
gpt-4o-mini,9.42,8.2,10.58,830.0,720.7302717812831,694.2886875317683,743.2246076331794,"(-26.44, +22.49)","(-1.22, +1.16)",2025-04-03
jamba-1.6-large,9.08,8.06,9.9,863.0,713.7764602766086,691.0898648971163,730.4222776673511,"(-22.69, +16.65)","(-1.02, +0.82)",2025-04-03
mistral-small-3.1-24b-instruct-2503,8.46,7.19,9.6,961.0,700.3377332124999,669.6020520413651,724.4701659814561,"(-30.74, +24.13)","(-1.27, +1.14)",2025-04-03
nova-lite-v1,8.21,7.32,9.11,994.0,694.560723888711,672.9367851820866,714.3126286487596,"(-21.62, +19.75)","(-0.89, +0.90)",2025-04-03
lfm-7b,8.07,6.97,8.98,1011.0,691.4232519787078,663.9651126541654,711.6681199588091,"(-27.46, +20.24)","(-1.10, +0.91)",2025-04-03
qwen2.5-32b-instruct,7.6,6.5,8.72,795.0,680.1097547326156,650.818390057913,706.0947504681985,"(-29.29, +25.98)","(-1.10, +1.12)",2025-04-03
gemma-2-27b-it,7.52,6.64,8.76,794.0,677.9747497801534,654.7307411406751,707.0342596596091,"(-23.24, +29.06)","(-0.88, +1.24)",2025-04-03
hermes-3-llama-3.1-405b,6.39,5.25,7.59,771.0,647.634646031255,611.5870292304165,679.7530281325174,"(-36.05, +32.12)","(-1.14, +1.20)",2025-04-03
mistral-small-24b-instruct-2501,6.27,5.36,7.18,998.0,644.0851616581947,615.2073592640462,669.3581069160839,"(-28.88, +25.27)","(-0.91, +0.91)",2025-04-03
llama-3.1-nemotron-70b-instruct,5.58,4.93,6.43,1854.0,622.77534339214,600.056476009118,648.8662452190043,"(-22.72, +26.09)","(-0.65, +0.85)",2025-04-03
hermes-3-llama-3.1-70b,5.36,4.38,6.23,771.0,615.1705508062786,578.4342728231211,643.0145038968775,"(-36.74, +27.84)","(-0.98, +0.87)",2025-04-03
nova-micro-v1,5.31,4.43,6.25,927.0,613.3726164439452,580.4246320089142,643.6239667802482,"(-32.95, +30.25)","(-0.88, +0.94)",2025-04-03
lfm-40b,5.12,4.33,6.3,863.0,606.9183753200797,576.1009156617229,645.1286473913192,"(-30.82, +38.21)","(-0.79, +1.18)",2025-04-03
qwen-turbo,4.89,3.75,6.0,623.0,598.4174284893463,550.160218616406,636.0782574461036,"(-48.26, +37.66)","(-1.14, +1.11)",2025-04-03
command-r-08-2024,4.68,3.74,5.54,796.0,590.4225561490538,549.6063925082441,621.25937912172,"(-40.82, +30.84)","(-0.94, +0.86)",2025-04-03
llama-3.3-70b-instruct,4.46,3.58,5.22,809.0,581.7576395910438,542.059811248046,610.4442332423755,"(-39.70, +28.69)","(-0.88, +0.76)",2025-04-03
llama-3.1-405b-instruct,3.68,2.8,4.65,1735.0,546.880503687694,497.4842797453817,589.2896600578368,"(-49.40, +42.41)","(-0.88, +0.97)",2025-04-03
gemma-2-9b-it,3.61,3.13,4.24,751.0,543.4153671204339,517.525471645863,572.2718085781529,"(-25.89, +28.86)","(-0.48, +0.63)",2025-04-03
command-r7b-12-2024,3.59,3.0,4.19,882.0,542.1717972174326,510.1406489982843,570.3159061496526,"(-32.03, +28.14)","(-0.59, +0.60)",2025-04-03
lfm-3b,2.73,2.16,3.32,776.0,493.03715527511883,451.29565505415013,528.4378896066601,"(-41.74, +35.40)","(-0.57, +0.59)",2025-04-03
qwen-2.5-7b-instruct,2.7,2.25,3.58,844.0,491.32456219811525,459.22028411960224,542.0094278778255,"(-32.10, +50.68)","(-0.45, +0.88)",2025-04-03
olmo-2-0325-32b-instruct,2.67,2.07,3.17,890.0,489.2934750963975,444.23292323940757,520.1053527166,"(-45.06, +30.81)","(-0.60, +0.50)",2025-04-03
llama-3.1-70b-instruct,2.39,1.76,3.06,1923.0,469.772836469127,415.70783324788374,513.8843917776105,"(-54.07, +44.11)","(-0.63, +0.67)",2025-04-03
jamba-1.6-mini,1.96,1.56,2.29,920.0,434.51102548264714,393.6248147799361,462.1046594813016,"(-40.89, +27.59)","(-0.40, +0.33)",2025-04-03
llama-3.1-8b-instruct,0.93,0.64,1.18,5081.0,303.3013316199151,237.6990150505412,345.2588753093991,"(-65.60, +41.96)","(-0.29, +0.25)",2025-04-03
