model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gpt-4o-mini,11.89,10.56,13.32,830.0,766.0077058054924,742.7749669977751,788.707346254861,"(-23.23, +22.70)","(-1.33, +1.43)",2025-04-03
qwen-2.5-72b-instruct,11.68,10.48,13.03,1097.0,762.6303867549159,741.4222407497135,784.2189812358678,"(-21.21, +21.59)","(-1.20, +1.35)",2025-04-03
minimax-01,11.14,9.89,12.15,1071.0,753.2030397121113,730.1192674675307,770.3130328448035,"(-23.08, +17.11)","(-1.25, +1.01)",2025-04-03
mistral-large-2411,10.12,8.74,11.42,906.0,734.5749793989315,706.5339799355373,758.0519371003186,"(-28.04, +23.48)","(-1.38, +1.30)",2025-04-03
gemma-2-27b-it,9.24,7.78,10.44,794.0,717.1241325163714,684.3727949333779,740.5717492309973,"(-32.75, +23.45)","(-1.46, +1.20)",2025-04-03
gpt-4-1106-preview,8.62,7.52,9.85,840.0,703.8641499252344,678.178788636572,729.3538020169901,"(-25.69, +25.49)","(-1.10, +1.23)",2025-04-03
qwen2.5-32b-instruct,6.58,5.61,7.8,795.0,652.9949317907127,623.7256686351628,684.986405328159,"(-29.27, +31.99)","(-0.97, +1.22)",2025-04-03
mistral-small-3.1-24b-instruct-2503,6.33,5.34,7.33,961.0,646.0434883245093,614.3825638727515,673.2846873315592,"(-31.66, +27.24)","(-0.99, +1.00)",2025-04-03
command-r-plus-08-2024,5.98,5.09,6.79,969.0,635.3109977008573,605.6465518803951,658.9065287375224,"(-29.66, +23.60)","(-0.89, +0.81)",2025-04-03
nova-lite-v1,5.85,4.98,6.84,994.0,631.2979066685702,601.7000026907177,660.3469546332934,"(-29.60, +29.05)","(-0.87, +0.99)",2025-04-03
hermes-3-llama-3.1-405b,5.84,4.85,6.98,771.0,630.9942793586976,597.0676990306614,664.0313155051219,"(-33.93, +33.04)","(-0.99, +1.14)",2025-04-03
lfm-7b,5.82,4.89,6.83,1011.0,630.4348608952157,598.4015852321746,660.1738891736221,"(-32.03, +29.74)","(-0.93, +1.01)",2025-04-03
qwen-turbo,5.58,4.62,6.83,623.0,622.705065735053,588.2601672467968,660.0473308064776,"(-34.44, +37.34)","(-0.96, +1.25)",2025-04-03
wizardlm-2-8x22b,4.92,4.12,5.62,1028.0,599.406562572935,567.3045659376044,624.0949123019508,"(-32.10, +24.69)","(-0.80, +0.70)",2025-04-03
mistral-small-24b-instruct-2501,4.82,3.95,5.89,998.0,595.9114186543475,559.7652762703128,632.5616023029968,"(-36.15, +36.65)","(-0.87, +1.07)",2025-04-03
gemma-2-9b-it,4.67,3.82,5.61,751.0,589.9986819557759,553.6750823627125,623.5957475141448,"(-36.32, +33.60)","(-0.85, +0.94)",2025-04-03
hermes-3-llama-3.1-70b,4.46,3.81,5.38,771.0,581.5722757349082,553.0148779157822,615.871236055196,"(-28.56, +34.30)","(-0.65, +0.92)",2025-04-03
nova-micro-v1,3.79,3.17,4.63,927.0,551.9340411362768,520.1002098172902,588.3467333186161,"(-31.83, +36.41)","(-0.62, +0.84)",2025-04-03
llama-3.3-70b-instruct,3.41,2.65,4.17,809.0,532.8918595274603,488.2834938370084,569.4937274962474,"(-44.61, +36.60)","(-0.76, +0.76)",2025-04-03
command-r-08-2024,3.18,2.5,3.85,796.0,520.5815981605544,477.6582490609565,554.8872215291146,"(-42.92, +34.31)","(-0.68, +0.67)",2025-04-03
lfm-40b,3.1,2.49,3.86,863.0,516.2373273807352,476.7374585074104,555.4730156450736,"(-39.50, +39.24)","(-0.61, +0.76)",2025-04-03
command-r7b-12-2024,2.6,2.09,3.21,882.0,484.32650555837677,445.92140946246735,522.4705837993324,"(-38.41, +38.14)","(-0.51, +0.61)",2025-04-03
lfm-3b,2.36,1.81,2.82,776.0,467.5443496693649,420.3016841883812,499.09747372356037,"(-47.24, +31.55)","(-0.55, +0.46)",2025-04-03
olmo-2-0325-32b-instruct,1.67,1.34,2.15,890.0,405.82170642714755,366.5305463707934,451.1494116970602,"(-39.29, +45.33)","(-0.33, +0.48)",2025-04-03
qwen-2.5-7b-instruct,1.66,1.32,2.16,844.0,405.1956752213141,364.76570190819206,451.3151262421412,"(-40.43, +46.12)","(-0.34, +0.50)",2025-04-03
jamba-1.6-mini,1.66,1.33,2.14,920.0,405.2005907594389,365.3401149799522,449.854495022235,"(-39.86, +44.65)","(-0.33, +0.48)",2025-04-03
llama-3.1-nemotron-70b-instruct,1.3,1.06,1.58,1854.0,362.36443934848523,325.85583533014085,395.9104578765209,"(-36.51, +33.55)","(-0.24, +0.28)",2025-04-03
llama-3.1-405b-instruct,0.5,0.4,0.65,1735.0,193.59642848733893,154.5419654322216,240.26113671638652,"(-39.05, +46.66)","(-0.10, +0.15)",2025-04-03
llama-3.1-70b-instruct,0.25,0.2,0.34,1923.0,73.56372965056494,30.440085508233384,128.94441928490295,"(-43.12, +55.38)","(-0.05, +0.09)",2025-04-03
llama-3.1-8b-instruct,0.04,0.02,0.05,5081.0,-261.6003079448344,-342.45856365771647,-201.0579732792847,"(-80.86, +60.54)","(-0.02, +0.01)",2025-04-03
