model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o3-mini-medium,38.62,36.29,41.15,1221.0,1033.5186778098482,1016.2360646071853,1051.840416879914,"(-17.28, +18.32)","(-2.33, +2.53)",2025-04-03
claude-3.5-sonnet,36.4,33.96,39.3,682.0,1017.0489491942361,998.4901884864539,1038.4712034774434,"(-18.56, +21.42)","(-2.44, +2.90)",2025-04-03
command-a,32.94,30.63,35.28,1083.0,990.4954568429482,971.9900077124579,1008.6023841575933,"(-18.51, +18.11)","(-2.31, +2.34)",2025-04-03
o3-mini-low,32.77,30.8,34.75,1205.0,989.1924769614902,973.3568718324799,1004.5462200938196,"(-15.84, +15.35)","(-1.97, +1.98)",2025-04-03
qwen-max,30.34,28.24,32.19,1420.0,969.5778490502285,952.003192928771,984.5904524240642,"(-17.57, +15.01)","(-2.10, +1.85)",2025-04-03
gemini-2.0-flash-thinking-exp-01-21,29.35,27.16,31.8,2497.0,961.3741365580878,942.6249956656357,981.4633715999244,"(-18.75, +20.09)","(-2.19, +2.45)",2025-04-03
gpt-4o-2024-11-20,29.19,27.24,31.28,1142.0,960.0692258233927,943.3229309708037,977.312523511205,"(-16.75, +17.24)","(-1.95, +2.09)",2025-04-03
qwq-32b,28.2,26.17,30.02,1517.0,951.6379097943209,933.8133423773977,967.0156393509055,"(-17.82, +15.38)","(-2.03, +1.82)",2025-04-03
claude-3.5-haiku,25.5,22.7,28.57,601.0,927.7177977086864,901.1181509631583,954.8537463956088,"(-26.60, +27.14)","(-2.80, +3.07)",2025-04-03
qwen-plus,25.06,23.28,27.18,1346.0,923.6731109664116,906.7961267784011,942.7752221820588,"(-16.88, +19.10)","(-1.78, +2.12)",2025-04-03
claude-3.5-sonnet-20240620,23.97,21.88,26.42,628.0,913.4824333112699,892.9444364265903,936.1132304063154,"(-20.54, +22.63)","(-2.09, +2.45)",2025-04-03
gemini-2.0-flash-001,23.94,21.95,25.55,1901.0,913.1766903635923,893.5903605042328,928.25447975744,"(-19.59, +15.08)","(-1.99, +1.61)",2025-04-03
deepseek-v3,21.67,19.94,23.68,1007.0,890.7513459430445,872.5188186118938,910.6716377386928,"(-18.23, +19.92)","(-1.73, +2.01)",2025-04-03
gemma-3-27b-it,20.58,18.98,22.11,1655.0,879.3981936503167,861.928674306453,895.2615561725858,"(-17.47, +15.86)","(-1.60, +1.53)",2025-04-03
gemini-2.0-flash-lite-001,18.5,16.85,20.3,2196.0,856.3597842443342,836.711698156594,876.4489917023328,"(-19.65, +20.09)","(-1.65, +1.80)",2025-04-03
grok-2-1212,13.15,11.71,14.51,898.0,786.1175637340726,763.1049602080515,805.8992620174857,"(-23.01, +19.78)","(-1.44, +1.36)",2025-04-03
jamba-1.6-large,11.86,10.56,12.88,863.0,765.6468034226207,742.887055410471,781.9375176414842,"(-22.76, +16.29)","(-1.30, +1.02)",2025-04-03
nova-pro-v1,11.34,9.93,12.61,905.0,756.7426876649794,731.0095425354474,777.6826667988239,"(-25.73, +20.94)","(-1.41, +1.27)",2025-04-03
gpt-4o-mini,11.12,9.59,12.57,830.0,752.9086603040544,724.1448863178105,777.0175852350103,"(-28.76, +24.11)","(-1.53, +1.45)",2025-04-03
qwen-2.5-72b-instruct,10.7,9.54,12.33,1097.0,745.4206602544182,723.2467449063452,773.2067762038967,"(-22.17, +27.79)","(-1.16, +1.63)",2025-04-03
mistral-large-2411,10.0,8.84,11.38,906.0,732.2608329236388,708.7392951904571,757.4504720471429,"(-23.52, +25.19)","(-1.16, +1.38)",2025-04-03
minimax-01,9.75,8.74,10.65,1071.0,727.3442079389486,706.5698202545235,744.4925529403321,"(-20.77, +17.15)","(-1.01, +0.90)",2025-04-03
gpt-4-1106-preview,9.28,7.88,10.69,840.0,717.9052702133375,686.9749766828921,745.166426126793,"(-30.93, +27.26)","(-1.40, +1.41)",2025-04-03
gemma-2-27b-it,9.27,7.69,10.42,794.0,717.8303898672459,682.1894792502885,740.292300404656,"(-35.64, +22.46)","(-1.58, +1.15)",2025-04-03
qwen2.5-32b-instruct,6.62,5.43,7.86,795.0,654.2103143187182,617.6804738309862,686.3710392825266,"(-36.53, +32.16)","(-1.19, +1.24)",2025-04-03
command-r-plus-08-2024,6.43,5.45,7.27,969.0,648.7498712440881,618.4507478743215,671.8194236854542,"(-30.30, +23.07)","(-0.98, +0.84)",2025-04-03
hermes-3-llama-3.1-405b,6.14,5.05,7.19,771.0,640.1698590411524,604.3192970476831,669.7763656150438,"(-35.85, +29.61)","(-1.09, +1.05)",2025-04-03
mistral-small-3.1-24b-instruct-2503,5.93,5.21,6.96,961.0,633.8922015147177,610.0848067304755,663.4896145387958,"(-23.81, +29.60)","(-0.72, +1.03)",2025-04-03
qwen-turbo,5.7,4.69,6.64,623.0,626.6184636093071,590.8565446769254,654.8082472212603,"(-35.76, +28.19)","(-1.01, +0.94)",2025-04-03
nova-lite-v1,5.4,4.48,6.13,994.0,616.5628407703925,582.5110333885654,640.0291686601132,"(-34.05, +23.47)","(-0.92, +0.73)",2025-04-03
wizardlm-2-8x22b,5.18,4.3,5.9,1028.0,608.8576610741154,575.0546900544762,632.7698036020769,"(-33.80, +23.91)","(-0.88, +0.72)",2025-04-03
lfm-7b,5.16,4.4,5.77,1011.0,608.2459618941349,579.0982277878592,628.912843381705,"(-29.15, +20.67)","(-0.76, +0.61)",2025-04-03
hermes-3-llama-3.1-70b,4.83,3.82,5.8,771.0,596.3478152198205,553.774547316303,629.8249357536082,"(-42.57, +33.48)","(-1.01, +0.97)",2025-04-03
mistral-small-24b-instruct-2501,4.65,3.8,5.42,998.0,589.0862527109083,552.7472408182224,617.2614536079939,"(-36.34, +28.18)","(-0.85, +0.77)",2025-04-03
gemma-2-9b-it,4.52,3.61,5.47,751.0,584.2458784526904,543.5604366778589,618.9014884536817,"(-40.69, +34.66)","(-0.91, +0.95)",2025-04-03
command-r-08-2024,3.6,2.79,4.45,796.0,542.9425286841218,496.8560334195173,581.1552500331295,"(-46.09, +38.21)","(-0.81, +0.85)",2025-04-03
llama-3.3-70b-instruct,3.52,2.72,4.24,809.0,538.6502524546436,492.4116891866074,572.5191996401823,"(-46.24, +33.87)","(-0.80, +0.72)",2025-04-03
nova-micro-v1,3.48,2.9,4.13,927.0,536.9189438799757,503.9911538845484,567.7219398224917,"(-32.93, +30.80)","(-0.58, +0.65)",2025-04-03
lfm-40b,3.11,2.43,3.78,863.0,516.780835668285,472.434408947716,551.7826452044327,"(-44.35, +35.00)","(-0.68, +0.67)",2025-04-03
command-r7b-12-2024,2.67,2.01,3.42,882.0,489.14330397245556,438.9297374421241,533.5591255443017,"(-50.21, +44.42)","(-0.66, +0.75)",2025-04-03
lfm-3b,1.99,1.61,2.37,776.0,436.8896006736268,399.68187450754675,467.7439098472958,"(-37.21, +30.85)","(-0.38, +0.38)",2025-04-03
qwen-2.5-7b-instruct,1.67,1.24,2.11,844.0,405.8258220871119,353.71278760259264,447.3820418473721,"(-52.11, +41.56)","(-0.43, +0.44)",2025-04-03
olmo-2-0325-32b-instruct,1.65,1.34,2.08,890.0,403.57598218607177,366.95099885041736,444.6779191496341,"(-36.62, +41.10)","(-0.31, +0.43)",2025-04-03
jamba-1.6-mini,1.4,1.06,1.75,920.0,374.2967114511807,326.1058976998503,414.4191952023881,"(-48.19, +40.12)","(-0.34, +0.35)",2025-04-03
llama-3.1-nemotron-70b-instruct,1.15,0.95,1.4,1854.0,339.66428464030685,307.30176661706014,374.88441823076124,"(-32.36, +35.22)","(-0.20, +0.25)",2025-04-03
llama-3.1-405b-instruct,0.53,0.39,0.78,1735.0,205.95047466514654,152.22509185209034,272.8073510526185,"(-53.73, +66.86)","(-0.14, +0.25)",2025-04-03
llama-3.1-70b-instruct,0.25,0.18,0.33,1923.0,70.17624786054103,11.768335755007547,123.69515373291232,"(-58.41, +53.52)","(-0.07, +0.08)",2025-04-03
llama-3.1-8b-instruct,0.04,0.03,0.05,5081.0,-265.0430026605545,-325.52447858642586,-200.8281008339994,"(-60.48, +64.21)","(-0.01, +0.01)",2025-04-03
