model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
chatgpt-4o-latest(2025-03-26),49.3,48.06,50.78,1111.0,995.1619217751532,983.0765470229616,1017.9757782047168,"(-12.09, +22.81)","(-1.24, +1.48)",2025-04-03
gemini-2.0-flash-lite-001,49.24,47.89,50.96,2196.0,994.7214950809299,981.9337217197346,1019.2592977989669,"(-12.79, +24.54)","(-1.35, +1.72)",2025-04-03
gpt-4.5-preview,48.23,46.55,49.8,1040.0,987.7298155689799,972.5979583103358,1011.1975297519166,"(-15.13, +23.47)","(-1.68, +1.57)",2025-04-03
qwq-32b,47.28,46.14,48.16,1517.0,981.0704277623685,969.706417672802,999.760639593822,"(-11.36, +18.69)","(-1.14, +0.88)",2025-04-03
qwen-plus,46.78,45.11,48.01,1346.0,977.5826164829242,962.4782288490646,998.7027596802418,"(-15.10, +21.12)","(-1.67, +1.23)",2025-04-03
gemma-3-27b-it,45.14,43.58,46.55,1655.0,966.0963558851247,951.7616120447116,988.5252547913946,"(-14.33, +22.43)","(-1.56, +1.41)",2025-04-03
o3-mini-medium,44.14,42.79,45.14,1221.0,959.0686039050303,946.1692086259484,978.7153676524503,"(-12.90, +19.65)","(-1.35, +1.00)",2025-04-03
command-a,43.54,42.23,45.45,1083.0,954.8565932785824,942.1515475094603,980.8805099376906,"(-12.71, +26.02)","(-1.31, +1.91)",2025-04-03
gpt-4o-2024-11-20,42.53,40.86,44.57,1142.0,947.7133945783427,932.3876534739362,974.6505813085815,"(-15.33, +26.94)","(-1.67, +2.04)",2025-04-03
o3-mini-low,39.0,37.68,40.08,1205.0,922.2666553620641,909.1786360189623,942.7337682712342,"(-13.09, +20.47)","(-1.32, +1.08)",2025-04-03
deepseek-v3,30.32,29.01,32.11,1007.0,855.4795381542167,841.114662026807,882.5055705503439,"(-14.36, +27.03)","(-1.31, +1.79)",2025-04-03
claude-3.5-sonnet,18.19,16.97,19.73,682.0,738.8661226313316,720.756589313758,768.7386423805907,"(-18.11, +29.87)","(-1.22, +1.54)",2025-04-03
minimax-01,17.48,16.4,18.66,1071.0,730.4280333253903,713.6190535876647,756.853730252669,"(-16.81, +26.43)","(-1.08, +1.18)",2025-04-03
qwen-2.5-72b-instruct,16.7,15.66,17.88,1097.0,720.8667930685639,704.1043064232589,747.7869120155553,"(-16.76, +26.92)","(-1.04, +1.18)",2025-04-03
nova-pro-v1,15.11,14.3,15.91,905.0,700.1298163861171,685.5853620793519,723.3099544971559,"(-14.54, +23.18)","(-0.81, +0.80)",2025-04-03
jamba-1.6-large,14.09,13.29,14.97,863.0,685.9532896148108,670.803624499397,710.846537603439,"(-15.15, +24.89)","(-0.80, +0.88)",2025-04-03
grok-2-1212,13.89,13.12,15.15,898.0,683.1317304118476,668.1368876498316,713.2303696796324,"(-14.99, +30.10)","(-0.77, +1.26)",2025-04-03
mistral-large-2411,11.42,10.52,12.11,906.0,644.0511114697998,624.7036049936263,668.2179625810354,"(-19.35, +24.17)","(-0.90, +0.69)",2025-04-03
claude-3.5-sonnet-20240620,11.29,10.15,12.19,628.0,641.9244286105798,617.6934225922905,669.4873190890747,"(-24.23, +27.56)","(-1.14, +0.90)",2025-04-03
gpt-4o-mini,10.45,9.69,11.29,830.0,626.7345798144286,608.8780793992593,654.5216449558598,"(-17.86, +27.79)","(-0.76, +0.84)",2025-04-03
lfm-7b,9.72,8.71,10.5,1011.0,612.7434327595378,588.3542074682218,640.2970684513781,"(-24.39, +27.55)","(-1.01, +0.78)",2025-04-03
claude-3.5-haiku,9.67,8.96,10.63,601.0,611.8052486888346,593.8636921617939,642.7320491903384,"(-17.94, +30.93)","(-0.71, +0.96)",2025-04-03
gpt-4-1106-preview,9.51,8.71,10.29,840.0,608.6320569123046,588.3724279559882,636.3663938194168,"(-20.26, +27.73)","(-0.80, +0.78)",2025-04-03
wizardlm-2-8x22b,9.28,8.57,10.11,1028.0,603.9675469154471,585.3695200223674,632.9269794716535,"(-18.60, +28.96)","(-0.71, +0.83)",2025-04-03
nova-lite-v1,9.12,8.11,9.76,994.0,600.5075467622945,574.8895053255485,626.141783400705,"(-25.62, +25.63)","(-1.01, +0.64)",2025-04-03
mistral-small-3.1-24b-instruct-2503,9.07,8.28,9.77,961.0,599.5206651079172,578.8041618823437,626.3917477578353,"(-20.72, +26.87)","(-0.79, +0.70)",2025-04-03
gemma-2-27b-it,8.14,7.23,8.92,794.0,578.9882356119175,553.157651945424,608.8612592347214,"(-25.83, +29.87)","(-0.91, +0.78)",2025-04-03
llama-3.1-nemotron-70b-instruct,8.1,7.54,8.85,1854.0,578.1702402315846,561.1867416795421,607.4216973807225,"(-16.98, +29.25)","(-0.56, +0.75)",2025-04-03
command-r-plus-08-2024,7.75,6.86,8.61,969.0,569.822073416005,543.3468247567521,602.1816089141145,"(-26.48, +32.36)","(-0.89, +0.86)",2025-04-03
mistral-small-24b-instruct-2501,6.52,5.91,7.35,998.0,537.5481300491465,515.7901267499473,572.3790967085936,"(-21.76, +34.83)","(-0.61, +0.83)",2025-04-03
qwen2.5-32b-instruct,5.99,5.38,6.71,795.0,521.6321773103589,498.6208858066293,555.3717237744935,"(-23.01, +33.74)","(-0.61, +0.72)",2025-04-03
nova-micro-v1,5.67,4.82,6.11,927.0,511.7261518707662,478.4634628181737,538.0698374619564,"(-33.26, +26.34)","(-0.85, +0.44)",2025-04-03
hermes-3-llama-3.1-405b,5.42,4.8,6.05,771.0,503.35684718570934,477.65468328073996,535.965796231085,"(-25.70, +32.61)","(-0.62, +0.63)",2025-04-03
lfm-40b,4.25,3.55,4.85,863.0,459.0874097532227,423.1794787047018,495.4515153522077,"(-35.91, +36.36)","(-0.70, +0.60)",2025-04-03
hermes-3-llama-3.1-70b,4.23,3.52,4.71,771.0,458.07737506072954,421.6710973876144,490.2407956500017,"(-36.41, +32.16)","(-0.71, +0.48)",2025-04-03
gemma-2-9b-it,4.23,3.59,4.89,751.0,458.2476751113994,424.95725289728557,496.94997362978006,"(-33.29, +38.70)","(-0.64, +0.66)",2025-04-03
qwen-turbo,3.59,2.89,4.08,623.0,428.47519787043586,385.75472428188965,464.2010690951587,"(-42.72, +35.73)","(-0.70, +0.49)",2025-04-03
llama-3.3-70b-instruct,3.53,2.84,4.06,809.0,425.17152544410385,382.635596819608,463.28768484015086,"(-42.54, +38.12)","(-0.69, +0.53)",2025-04-03
command-r-08-2024,3.4,2.71,3.95,796.0,418.56425003167817,374.3254452746069,458.2371232509019,"(-44.24, +39.67)","(-0.69, +0.55)",2025-04-03
lfm-3b,3.38,2.97,4.06,776.0,417.39762393625335,390.8302995699068,462.95346383033996,"(-26.57, +45.56)","(-0.41, +0.68)",2025-04-03
command-r7b-12-2024,3.31,2.78,3.98,882.0,413.94164297117004,379.1204918992478,459.6816386276479,"(-34.82, +45.74)","(-0.53, +0.67)",2025-04-03
jamba-1.6-mini,2.97,2.54,3.41,920.0,394.419169873766,362.82767795587966,431.84924301573324,"(-31.59, +37.43)","(-0.43, +0.44)",2025-04-03
llama-3.1-405b-instruct,2.83,2.39,3.33,1735.0,385.7610125996549,352.1953203456823,427.19566412168456,"(-33.57, +41.43)","(-0.44, +0.50)",2025-04-03
olmo-2-0325-32b-instruct,2.68,2.22,3.21,890.0,375.97250639941126,339.2766681718558,420.75004136183543,"(-36.70, +44.78)","(-0.46, +0.53)",2025-04-03
qwen-2.5-7b-instruct,2.42,1.94,2.76,844.0,357.5905605949267,314.9902222713319,393.93959209441215,"(-42.60, +36.35)","(-0.48, +0.34)",2025-04-03
llama-3.1-70b-instruct,1.85,1.49,2.31,1923.0,310.21993829806036,268.9454125518659,362.1453804823672,"(-41.27, +51.93)","(-0.36, +0.46)",2025-04-03
llama-3.1-8b-instruct,0.79,0.51,1.05,5081.0,161.23535762086124,82.08712248979651,223.00329932520367,"(-79.15, +61.77)","(-0.28, +0.26)",2025-04-03
