model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o1-high,57.92,56.76,58.86,1512.0,1055.528468502383,1042.1534921857183,1075.084627526021,"(-13.37, +19.56)","(-1.16, +0.94)",2025-04-20
deepseek-r1,56.62,55.99,57.78,1218.0,1046.2615089774924,1036.6667365450685,1067.3681784453158,"(-9.59, +21.11)","(-0.63, +1.16)",2025-04-20
qwen-max,56.46,55.54,57.37,1420.0,1045.14831566482,1033.5221132088898,1064.5126468081146,"(-11.63, +19.36)","(-0.92, +0.91)",2025-04-20
gpt-4.1-2025-04-14,55.18,53.92,57.05,949.0,1036.1553934981328,1022.1654294906934,1062.2009186496584,"(-13.99, +26.05)","(-1.26, +1.87)",2025-04-20
o3-mini-high,53.73,51.52,55.47,1265.0,1025.943936802014,1005.4165171919468,1051.0692141068466,"(-20.53, +25.13)","(-2.21, +1.74)",2025-04-20
o1-medium,53.69,51.8,54.74,1490.0,1025.7048800128555,1007.3912339655411,1045.8976276093763,"(-18.31, +20.19)","(-1.89, +1.05)",2025-04-20
gemini-2.0-flash-001,52.93,51.23,54.21,1901.0,1020.3808877458089,1003.375457790307,1042.2444411549914,"(-17.01, +21.86)","(-1.70, +1.28)",2025-04-20
o1-low,50.4,49.64,51.47,1513.0,1002.7507586327379,992.3619905663577,1023.0928757348366,"(-10.39, +20.34)","(-0.76, +1.07)",2025-04-20
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1000.0,994.8576743650611,1012.8942190145473,"(-5.14, +12.89)","(-0.00, +0.00)",2025-04-20
chatgpt-4o-latest(2025-03-26),49.3,47.82,51.25,1111.0,995.1619623400801,979.6776389330162,1021.5793889664156,"(-15.48, +26.42)","(-1.48, +1.95)",2025-04-20
gemini-2.0-flash-lite-001,49.24,48.53,50.79,2196.0,994.7214921127003,984.6166138512098,1018.3981527492183,"(-10.10, +23.68)","(-0.71, +1.55)",2025-04-20
quasar-alpha,48.99,47.34,49.98,909.0,993.0066270576716,976.3322091539318,1012.7786652040245,"(-16.67, +19.77)","(-1.65, +0.99)",2025-04-20
gpt-4.1-mini-2025-04-14,48.23,46.83,49.39,1080.0,987.7272946751638,972.7923852421555,1008.6465460950977,"(-14.93, +20.92)","(-1.40, +1.16)",2025-04-20
gpt-4.5-preview,48.23,46.75,49.37,1040.0,987.7298272821516,972.2114097203399,1008.5212765958968,"(-15.52, +20.79)","(-1.48, +1.14)",2025-04-20
qwq-32b,47.28,46.56,48.94,1517.0,981.0707123668454,970.9293383746535,1005.5160644583078,"(-10.14, +24.45)","(-0.72, +1.66)",2025-04-20
qwen-plus,46.78,45.62,48.16,1346.0,977.5826090822652,964.373041982431,1000.0892782592814,"(-13.21, +22.51)","(-1.16, +1.38)",2025-04-20
gemma-3-27b-it,45.14,43.7,46.0,1655.0,966.0963732956852,950.864655051309,985.0529129005548,"(-15.23, +18.96)","(-1.44, +0.86)",2025-04-20
o3-mini-medium,44.14,42.28,45.22,1221.0,959.06856757606,940.7628868681156,979.580467639481,"(-18.31, +20.51)","(-1.86, +1.08)",2025-04-20
command-a,43.54,42.5,44.99,1083.0,954.8566149166152,942.314514151063,977.9330662062429,"(-12.54, +23.08)","(-1.04, +1.45)",2025-04-20
gpt-4o-2024-11-20,42.53,41.09,43.85,1142.0,947.7133460331922,932.2458538614203,969.9656798313675,"(-15.47, +22.25)","(-1.44, +1.32)",2025-04-20
o3-mini-low,39.0,38.0,40.25,1205.0,922.2665706472245,909.7822184143172,944.2727507979528,"(-12.48, +22.01)","(-1.00, +1.25)",2025-04-20
deepseek-v3,30.32,29.38,31.8,1007.0,855.479578469783,842.5168028722887,880.391010449943,"(-12.96, +24.91)","(-0.94, +1.48)",2025-04-20
gpt-4.1-nano-2025-04-14,21.82,20.85,23.38,938.0,778.3484791014349,763.0824176431972,806.6647638241262,"(-15.27, +28.32)","(-0.97, +1.56)",2025-04-20
claude-3.5-sonnet,18.19,17.16,19.08,682.0,738.866062276888,721.335177972357,761.9207349487968,"(-17.53, +23.05)","(-1.03, +0.89)",2025-04-20
minimax-01,17.48,16.36,18.45,1071.0,730.4280444397598,711.4301874234587,754.7039747871761,"(-19.00, +24.28)","(-1.12, +0.97)",2025-04-20
qwen-2.5-72b-instruct,16.7,15.52,17.73,1097.0,720.8667873605557,700.4913915446323,746.2937727478114,"(-20.38, +25.43)","(-1.18, +1.03)",2025-04-20
nova-pro-v1,15.11,14.53,16.3,905.0,700.1298637735438,687.0722933383602,728.7400827534602,"(-13.06, +28.61)","(-0.58, +1.19)",2025-04-20
jamba-1.6-large,14.09,13.13,15.07,863.0,685.9532498373126,666.6041762024504,712.4756045888323,"(-19.35, +26.52)","(-0.96, +0.98)",2025-04-20
grok-2-1212,13.89,13.17,14.61,898.0,683.1315824275334,667.1883481167138,706.1976696785695,"(-15.94, +23.07)","(-0.72, +0.72)",2025-04-20
llama-4-maverick,13.26,12.35,14.18,920.0,673.7849375902733,654.4183001516683,700.1614157936898,"(-19.37, +26.38)","(-0.91, +0.92)",2025-04-20
mistral-large-2411,11.42,10.76,12.34,906.0,644.051154904224,627.3592163356714,672.3268470638147,"(-16.69, +28.28)","(-0.66, +0.92)",2025-04-20
claude-3.5-sonnet-20240620,11.29,10.38,12.32,628.0,641.9244438405217,620.3950873294992,671.9568982474723,"(-21.53, +30.03)","(-0.91, +1.03)",2025-04-20
gpt-4o-mini,10.45,9.65,11.42,830.0,626.7346127701619,606.2206405691916,656.9458276608133,"(-20.51, +30.21)","(-0.80, +0.97)",2025-04-20
lfm-7b,9.72,8.86,10.15,1011.0,612.7434900951762,590.0491331129971,634.0820107409405,"(-22.69, +21.34)","(-0.86, +0.43)",2025-04-20
claude-3.5-haiku,9.67,8.84,10.6,601.0,611.805343566695,589.4492002355695,642.442201927343,"(-22.36, +30.64)","(-0.83, +0.93)",2025-04-20
gpt-4-1106-preview,9.51,8.89,10.48,840.0,608.6322681210409,590.5031857107285,640.3098747705524,"(-18.13, +31.68)","(-0.62, +0.97)",2025-04-20
wizardlm-2-8x22b,9.28,8.6,9.93,1028.0,603.9676783766934,584.3301908466547,629.8360704435696,"(-19.64, +25.87)","(-0.68, +0.65)",2025-04-20
nova-lite-v1,9.12,8.45,9.93,994.0,600.5076397983994,580.9011028022538,629.8707291449273,"(-19.61, +29.36)","(-0.67, +0.81)",2025-04-20
mistral-small-3.1-24b-instruct-2503,9.07,7.89,9.67,961.0,599.5208577618941,567.97371795191,624.6905981197864,"(-31.55, +25.17)","(-1.18, +0.60)",2025-04-20
gemma-2-27b-it,8.14,7.39,8.84,794.0,578.9884132828115,555.5609743275887,607.515832236443,"(-23.43, +28.53)","(-0.75, +0.70)",2025-04-20
llama-3.1-nemotron-70b-instruct,8.1,7.42,8.86,1854.0,578.1704412626802,556.3444746931968,607.9731506540352,"(-21.83, +29.80)","(-0.68, +0.76)",2025-04-20
command-r-plus-08-2024,7.75,6.93,8.73,969.0,569.8220937224775,543.665552001682,605.1687700590272,"(-26.16, +35.35)","(-0.82, +0.98)",2025-04-20
llama-4-scout,6.72,5.97,7.61,844.0,542.9139369894567,515.8203790402725,579.2698750888724,"(-27.09, +36.36)","(-0.75, +0.89)",2025-04-20
mistral-small-24b-instruct-2501,6.52,5.9,7.08,998.0,537.5481410383643,513.8652543915997,565.7428065490221,"(-23.68, +28.19)","(-0.62, +0.56)",2025-04-20
qwen2.5-32b-instruct,5.99,5.34,6.71,795.0,521.632214662957,495.3672132601411,555.5577286130783,"(-26.27, +33.93)","(-0.65, +0.72)",2025-04-20
nova-micro-v1,5.67,5.18,6.46,927.0,511.7263000440697,489.86495010182466,548.7277900121478,"(-21.86, +37.00)","(-0.49, +0.79)",2025-04-20
hermes-3-llama-3.1-405b,5.42,4.69,6.02,771.0,503.3562706490429,471.732883337971,535.6467230583414,"(-31.62, +32.29)","(-0.73, +0.60)",2025-04-20
lfm-40b,4.25,3.66,5.05,863.0,459.08706867144133,426.82559239061635,503.13087643743495,"(-32.26, +44.04)","(-0.59, +0.80)",2025-04-20
gemma-2-9b-it,4.23,3.65,4.69,751.0,458.24725032807646,426.42636098165275,489.8212107960724,"(-31.82, +31.57)","(-0.58, +0.46)",2025-04-20
hermes-3-llama-3.1-70b,4.23,3.67,4.89,771.0,458.07720570196284,427.12079383600405,497.46115848846136,"(-30.96, +39.38)","(-0.56, +0.66)",2025-04-20
qwen-turbo,3.59,2.78,4.19,623.0,428.4751231847829,377.33496461785916,469.163271055123,"(-51.14, +40.69)","(-0.81, +0.60)",2025-04-20
llama-3.3-70b-instruct,3.53,2.72,3.83,809.0,425.1716334862872,373.36894313706796,453.1367627874521,"(-51.80, +27.97)","(-0.81, +0.30)",2025-04-20
command-r-08-2024,3.4,2.75,3.84,796.0,418.5646107686664,375.56692311852663,453.36518541501584,"(-43.00, +34.80)","(-0.65, +0.44)",2025-04-20
lfm-3b,3.38,2.87,3.76,776.0,417.39757644432814,383.0397950971573,449.67437415528514,"(-34.36, +32.28)","(-0.51, +0.38)",2025-04-20
command-r7b-12-2024,3.31,2.91,3.79,882.0,413.94186325111036,385.67828061186736,451.06043582899287,"(-28.26, +37.12)","(-0.40, +0.48)",2025-04-20
jamba-1.6-mini,2.97,2.56,3.44,920.0,394.41962329078785,362.8143709045131,433.383895661332,"(-31.61, +38.96)","(-0.41, +0.47)",2025-04-20
llama-3.1-405b-instruct,2.83,2.4,3.34,1735.0,385.76136680717775,351.10048292917156,428.3730629379496,"(-34.66, +42.61)","(-0.43, +0.51)",2025-04-20
olmo-2-0325-32b-instruct,2.68,2.06,3.1,890.0,375.9724769730666,323.76633672304513,415.1285313787345,"(-52.21, +39.16)","(-0.62, +0.42)",2025-04-20
qwen-2.5-7b-instruct,2.42,1.91,2.98,844.0,357.5904591061766,310.24451166433175,407.59918019046046,"(-47.35, +50.01)","(-0.51, +0.56)",2025-04-20
llama-3.1-70b-instruct,1.85,1.39,2.28,1923.0,310.219145068426,254.2292624328951,359.892195540829,"(-55.99, +49.67)","(-0.46, +0.43)",2025-04-20
llama-3.1-8b-instruct,0.79,0.58,1.1,5081.0,161.23993983170044,100.24414507057186,230.7007745366179,"(-61.00, +69.46)","(-0.21, +0.31)",2025-04-20
