model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
qwq-32b,29.76,28.31,32.25,1517.0,964.8012572839581,952.597497880789,985.07854536574,"(-12.20, +20.28)","(-1.45, +2.49)",2025-04-20
gemini-2.0-flash-thinking-exp-01-21,29.51,27.47,31.84,2497.0,962.736706233282,945.3093844761203,981.800533497379,"(-17.43, +19.06)","(-2.04, +2.33)",2025-04-20
grok-3-mini-beta,27.99,26.15,30.15,2010.0,949.8395245259381,933.6151125813844,968.0253889567616,"(-16.22, +18.19)","(-1.84, +2.16)",2025-04-20
claude-3.5-haiku,26.84,24.25,30.11,601.0,939.789392550093,916.1294250412228,967.7059301576728,"(-23.66, +27.92)","(-2.59, +3.27)",2025-04-20
qwen-plus,26.58,24.94,28.47,1346.0,937.4531041663657,922.6192080422417,953.9593842251475,"(-14.83, +16.51)","(-1.64, +1.89)",2025-04-20
claude-3.5-sonnet-20240620,25.48,22.5,28.18,628.0,927.5269358500888,899.1720895567584,951.4463117156922,"(-28.35, +23.92)","(-2.98, +2.70)",2025-04-20
gemini-2.5-flash-preview,24.65,22.55,26.67,2299.0,919.8861754801555,899.6315845520614,938.2840992337289,"(-20.25, +18.40)","(-2.10, +2.02)",2025-04-20
gemini-2.0-flash-001,24.09,22.14,26.03,1901.0,914.6523633181012,895.5154906247709,932.5240235153922,"(-19.14, +17.87)","(-1.95, +1.94)",2025-04-20
deepseek-v3,23.13,21.31,24.93,1007.0,905.3355763126023,887.0617689844486,922.5066403618595,"(-18.27, +17.17)","(-1.82, +1.80)",2025-04-20
gpt-4.1-nano-2025-04-14,21.09,18.89,23.48,938.0,884.751372807103,860.8779118338938,908.7302792086645,"(-23.87, +23.98)","(-2.20, +2.39)",2025-04-20
gemma-3-27b-it,20.85,19.18,22.68,1655.0,882.3131296793333,864.156155920542,900.9121570508305,"(-18.16, +18.60)","(-1.67, +1.83)",2025-04-20
gemini-2.0-flash-lite-001,18.54,16.82,20.28,2196.0,856.840636616825,836.3170116971502,876.2061532824606,"(-20.52, +19.37)","(-1.72, +1.74)",2025-04-20
grok-2-1212,13.98,12.14,15.54,898.0,798.3093648952566,770.1555813388775,819.9305034776476,"(-28.15, +21.62)","(-1.84, +1.56)",2025-04-20
jamba-1.6-large,12.72,11.17,14.39,863.0,779.4554426977048,753.8016251816516,804.1676601796164,"(-25.65, +24.71)","(-1.55, +1.67)",2025-04-20
nova-pro-v1,12.13,10.96,13.75,905.0,769.981773008816,750.0126695926285,795.0220589027512,"(-19.97, +25.04)","(-1.17, +1.62)",2025-04-20
gpt-4o-mini,11.84,10.42,13.33,830.0,765.1771919738865,740.3211274227958,788.7619503760518,"(-24.86, +23.58)","(-1.42, +1.49)",2025-04-20
llama-4-maverick,11.36,10.02,12.88,920.0,757.0823700130403,732.6682153018946,781.9652989194988,"(-24.41, +24.88)","(-1.34, +1.52)",2025-04-20
qwen-2.5-72b-instruct,11.32,10.11,12.6,1097.0,756.3593367004363,734.3691250327533,777.4660506812323,"(-21.99, +21.11)","(-1.21, +1.28)",2025-04-20
mistral-large-2411,10.61,9.44,12.03,906.0,743.7898156500419,721.2134902081589,768.3284512116664,"(-22.58, +24.54)","(-1.17, +1.42)",2025-04-20
minimax-01,10.37,9.21,11.54,1071.0,739.3890415902296,716.5901424917874,760.1160245119693,"(-22.80, +20.73)","(-1.16, +1.17)",2025-04-20
gpt-4-1106-preview,9.68,8.39,11.0,840.0,726.0981424887365,698.8209889384567,750.8009630653733,"(-27.28, +24.70)","(-1.29, +1.32)",2025-04-20
gemma-2-27b-it,9.61,8.5,11.15,794.0,724.7032695280562,701.171141358022,753.3777728672787,"(-23.53, +28.67)","(-1.11, +1.54)",2025-04-20
qwen2.5-32b-instruct,7.01,5.75,8.14,795.0,664.9569274098347,628.0778623433783,692.9912075798085,"(-36.88, +28.03)","(-1.26, +1.13)",2025-04-20
command-r-plus-08-2024,6.63,5.81,7.64,969.0,654.6138693215861,629.9949181387137,681.1583482157612,"(-24.62, +26.54)","(-0.82, +1.01)",2025-04-20
hermes-3-llama-3.1-405b,6.62,5.49,7.67,771.0,654.244294434971,619.7885036808289,681.7353727540614,"(-34.46, +27.49)","(-1.13, +1.05)",2025-04-20
qwen-turbo,6.29,4.98,7.21,623.0,644.7370795811697,601.6316948855539,670.1821006052652,"(-43.11, +25.45)","(-1.31, +0.92)",2025-04-20
mistral-small-3.1-24b-instruct-2503,6.21,5.28,7.24,961.0,642.2449871956377,612.4330952159117,671.029832169763,"(-29.81, +28.78)","(-0.93, +1.03)",2025-04-20
llama-4-scout,5.95,5.21,7.07,844.0,634.4790173444998,609.9923556248975,666.6154597110407,"(-24.49, +32.14)","(-0.74, +1.12)",2025-04-20
nova-lite-v1,5.68,4.99,6.67,994.0,626.0244649624628,602.1254057482228,655.6209489733718,"(-23.90, +29.60)","(-0.69, +0.99)",2025-04-20
lfm-7b,5.49,4.87,6.07,1011.0,619.6086409122377,597.649117032636,638.065660494982,"(-21.96, +18.46)","(-0.62, +0.58)",2025-04-20
wizardlm-2-8x22b,5.36,4.77,6.2,1028.0,615.1320098450386,593.8136530936425,642.0651242372047,"(-21.32, +26.93)","(-0.59, +0.84)",2025-04-20
hermes-3-llama-3.1-70b,5.28,4.16,6.12,771.0,612.3141946277476,568.976553540876,639.7524227968397,"(-43.34, +27.44)","(-1.12, +0.84)",2025-04-20
gemma-2-9b-it,4.97,3.98,5.65,751.0,601.2261261996882,561.1945382012884,625.080177380908,"(-40.03, +23.85)","(-0.99, +0.68)",2025-04-20
mistral-small-24b-instruct-2501,4.93,4.15,5.88,998.0,599.7630948256106,568.796550962776,632.2053150355301,"(-30.97, +32.44)","(-0.78, +0.95)",2025-04-20
command-r-08-2024,3.75,2.98,4.5,796.0,550.2390987636777,509.1688250722379,583.4714339493529,"(-41.07, +33.23)","(-0.77, +0.75)",2025-04-20
nova-micro-v1,3.74,2.97,4.38,927.0,549.6618424647709,508.18497130655965,578.260527865924,"(-41.48, +28.60)","(-0.77, +0.64)",2025-04-20
llama-3.3-70b-instruct,3.67,2.96,4.69,809.0,546.1600279552542,507.6880617787206,590.8569600550229,"(-38.47, +44.70)","(-0.71, +1.02)",2025-04-20
lfm-40b,3.34,2.6,3.9,863.0,529.445759291828,484.54295937632827,557.1545651133357,"(-44.90, +27.71)","(-0.74, +0.56)",2025-04-20
command-r7b-12-2024,2.81,2.28,3.33,882.0,498.5535527749822,460.89079266669904,529.0131632645108,"(-37.66, +30.46)","(-0.53, +0.52)",2025-04-20
lfm-3b,2.2,1.76,2.71,776.0,454.5442149645904,415.6883524115366,492.10716014192434,"(-38.86, +37.56)","(-0.44, +0.51)",2025-04-20
qwen-2.5-7b-instruct,1.74,1.29,2.25,844.0,413.4180283835386,360.5443598869394,458.6041296018525,"(-52.87, +45.19)","(-0.45, +0.51)",2025-04-20
olmo-2-0325-32b-instruct,1.65,1.38,2.08,890.0,403.7580148088481,372.61456452700423,444.6147439798188,"(-31.14, +40.86)","(-0.27, +0.43)",2025-04-20
jamba-1.6-mini,1.45,1.15,1.9,920.0,380.52309778750544,340.1340802226602,428.63124701805015,"(-40.39, +48.11)","(-0.30, +0.45)",2025-04-20
llama-3.1-nemotron-70b-instruct,1.17,0.94,1.39,1854.0,342.986959781667,305.16466974894564,373.11631190424583,"(-37.82, +30.13)","(-0.23, +0.22)",2025-04-20
llama-3.1-405b-instruct,0.49,0.4,0.71,1735.0,192.16032715967265,157.43076995911258,256.39464839052596,"(-34.73, +64.23)","(-0.09, +0.22)",2025-04-20
llama-3.1-70b-instruct,0.26,0.18,0.33,1923.0,82.90561008502038,13.72238400247239,120.33627546734823,"(-69.18, +37.43)","(-0.08, +0.07)",2025-04-20
llama-3.1-8b-instruct,0.03,0.02,0.05,5081.0,-291.2099217297738,-330.6361641682798,-214.0775599418292,"(-39.43, +77.13)","(-0.01, +0.02)",2025-04-20
