model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
qwen-max,36.81,34.22,38.81,1420.0,1020.1497798423586,1000.4415457187247,1034.933682161693,"(-19.71, +14.78)","(-2.59, +2.00)",2025-04-20
gpt-4o-2024-11-20,34.37,32.26,36.2,1142.0,1001.6530002444805,985.0987762862866,1015.5336837618215,"(-16.55, +13.88)","(-2.11, +1.83)",2025-04-20
claude-3.5-sonnet,33.6,31.42,36.48,682.0,995.6430846787105,978.3978281509686,1017.6636956597928,"(-17.25, +22.02)","(-2.18, +2.88)",2025-04-20
qwq-32b,33.53,30.97,36.08,1517.0,995.1089074642867,974.730329151119,1014.6534520734406,"(-20.38, +19.54)","(-2.56, +2.55)",2025-04-20
o3-mini-low,31.9,29.7,34.2,1205.0,982.2874328181571,964.2962987098128,1000.2995302800531,"(-17.99, +18.01)","(-2.20, +2.30)",2025-04-20
grok-3-mini-beta,30.86,28.64,33.27,2010.0,973.8450045303987,955.3691913722236,993.0746499972859,"(-18.48, +19.23)","(-2.22, +2.41)",2025-04-20
qwen-plus,30.72,28.59,33.41,1346.0,972.7470929540439,954.9756591622082,994.2241458407733,"(-17.77, +21.48)","(-2.13, +2.69)",2025-04-20
gemini-2.0-flash-thinking-exp-01-21,28.64,26.52,31.18,2497.0,955.3869514563977,936.9895699355719,976.4964122171317,"(-18.40, +21.11)","(-2.12, +2.54)",2025-04-20
deepseek-v3,26.17,24.0,28.31,1007.0,933.8606811888467,913.76055954169,952.6287824892491,"(-20.10, +18.77)","(-2.17, +2.14)",2025-04-20
gemini-2.5-flash-preview,24.0,22.19,26.2,2299.0,913.7122724355241,896.041237708263,934.1073043156615,"(-17.67, +20.40)","(-1.81, +2.20)",2025-04-20
claude-3.5-haiku,23.28,20.77,25.89,601.0,906.8497365676197,881.4483559804631,931.3133377562128,"(-25.40, +24.46)","(-2.51, +2.61)",2025-04-20
gemini-2.0-flash-001,23.14,21.29,25.4,1901.0,905.5103101416041,886.8851379665684,926.8692468203445,"(-18.63, +21.36)","(-1.85, +2.26)",2025-04-20
claude-3.5-sonnet-20240620,22.04,19.47,25.08,628.0,894.5495752373481,867.4081278195872,923.8851851130902,"(-27.14, +29.34)","(-2.57, +3.04)",2025-04-20
gpt-4.1-nano-2025-04-14,21.66,19.19,23.94,938.0,890.700210964646,864.2484142281946,913.168755171126,"(-26.45, +22.47)","(-2.47, +2.28)",2025-04-20
gemma-3-27b-it,20.16,18.53,21.8,1655.0,874.9573279027685,856.7653574929546,892.1489408300912,"(-18.19, +17.19)","(-1.63, +1.64)",2025-04-20
gemini-2.0-flash-lite-001,17.68,16.27,19.6,2196.0,846.7663512063253,829.3440880241722,868.8060116402901,"(-17.42, +22.04)","(-1.41, +1.92)",2025-04-20
jamba-1.6-large,14.83,13.37,16.27,863.0,810.2904854532284,789.3439334903098,829.4570486020975,"(-20.95, +19.17)","(-1.46, +1.44)",2025-04-20
grok-2-1212,14.57,13.03,16.41,898.0,806.688572348034,784.2377687689019,831.2345545630036,"(-22.45, +24.55)","(-1.54, +1.84)",2025-04-20
nova-pro-v1,13.36,12.11,15.33,905.0,789.2004676829373,769.6529916263863,817.1231190279524,"(-19.55, +27.92)","(-1.25, +1.97)",2025-04-20
gpt-4o-mini,12.62,10.87,13.97,830.0,777.8908719425418,748.5283436672926,798.2144463477575,"(-29.36, +20.32)","(-1.75, +1.35)",2025-04-20
qwen-2.5-72b-instruct,12.28,10.99,13.48,1097.0,772.5031035875262,750.6062668465486,791.0589635851094,"(-21.90, +18.56)","(-1.29, +1.20)",2025-04-20
llama-4-maverick,12.19,10.63,13.54,920.0,771.0555779391766,744.2001226705314,791.867942538404,"(-26.86, +20.81)","(-1.56, +1.35)",2025-04-20
minimax-01,11.68,10.58,13.01,1071.0,762.5826359492743,743.2541652655192,783.9506722161043,"(-19.33, +21.37)","(-1.10, +1.33)",2025-04-20
mistral-large-2411,10.77,9.49,12.09,906.0,746.7269820482342,722.1669303583099,769.431877544594,"(-24.56, +22.70)","(-1.28, +1.32)",2025-04-20
gemma-2-27b-it,9.71,8.22,11.18,794.0,726.5525334682948,694.7438234599688,753.8890118797902,"(-31.81, +27.34)","(-1.49, +1.47)",2025-04-20
gpt-4-1106-preview,9.06,7.83,10.16,840.0,713.2453302036413,685.7870836414139,735.2955260014625,"(-27.46, +22.05)","(-1.23, +1.10)",2025-04-20
qwen2.5-32b-instruct,6.93,5.92,8.21,795.0,662.7644326367159,633.5077527290488,694.5923677548587,"(-29.26, +31.83)","(-1.01, +1.28)",2025-04-20
mistral-small-3.1-24b-instruct-2503,6.63,5.64,7.63,961.0,654.4721732185589,624.4706979911343,680.7383415015443,"(-30.00, +26.27)","(-0.99, +1.00)",2025-04-20
llama-4-scout,6.56,5.46,7.64,844.0,652.677452731669,618.601708261349,681.005339476309,"(-34.08, +28.33)","(-1.10, +1.08)",2025-04-20
hermes-3-llama-3.1-405b,6.27,5.23,7.38,771.0,644.1358151540131,610.8643456092227,674.487290943738,"(-33.27, +30.35)","(-1.04, +1.11)",2025-04-20
command-r-plus-08-2024,6.23,5.29,7.1,969.0,643.0138863288876,612.9067645716921,667.3804491606519,"(-30.11, +24.37)","(-0.94, +0.87)",2025-04-20
lfm-7b,6.17,5.2,6.98,1011.0,641.0318658643286,609.5517601503979,664.0673187768006,"(-31.48, +23.04)","(-0.97, +0.81)",2025-04-20
nova-lite-v1,6.13,5.01,7.31,994.0,639.8714158532381,602.7333347260436,672.7879845831018,"(-37.14, +32.92)","(-1.12, +1.18)",2025-04-20
qwen-turbo,6.08,4.94,7.23,623.0,638.3502154799938,600.1922204380609,670.6680881872005,"(-38.16, +32.32)","(-1.14, +1.15)",2025-04-20
wizardlm-2-8x22b,5.14,4.29,5.95,1028.0,607.4169038066843,574.4368321714853,634.3539101946219,"(-32.98, +26.94)","(-0.85, +0.81)",2025-04-20
mistral-small-24b-instruct-2501,5.08,4.24,6.05,998.0,605.3041680166576,572.5282218147711,637.5029031749563,"(-32.78, +32.20)","(-0.84, +0.97)",2025-04-20
gemma-2-9b-it,5.05,4.19,5.82,751.0,604.3849564563875,570.3379017598749,630.2721850248464,"(-34.05, +25.89)","(-0.86, +0.77)",2025-04-20
hermes-3-llama-3.1-70b,4.83,3.8,5.52,771.0,596.1618083684571,552.8613095731005,620.6343463994617,"(-43.30, +24.47)","(-1.03, +0.69)",2025-04-20
nova-micro-v1,3.99,3.35,4.79,927.0,561.6336979866898,530.0511483831195,594.7718218139053,"(-31.58, +33.14)","(-0.64, +0.80)",2025-04-20
llama-3.3-70b-instruct,3.65,2.65,4.38,809.0,545.4282980457741,487.9501179174873,578.2692747336924,"(-57.48, +32.84)","(-1.00, +0.73)",2025-04-20
command-r-08-2024,3.4,2.67,3.98,796.0,532.6423385718176,489.3319144813455,560.8588027683268,"(-43.31, +28.22)","(-0.73, +0.58)",2025-04-20
lfm-40b,3.32,2.45,3.91,863.0,528.4524163104516,474.07352065506734,557.6570648020883,"(-54.38, +29.20)","(-0.87, +0.59)",2025-04-20
command-r7b-12-2024,2.78,2.24,3.34,882.0,496.80826519734364,458.14282530158033,529.6459001546981,"(-38.67, +32.84)","(-0.54, +0.56)",2025-04-20
lfm-3b,2.53,1.99,2.95,776.0,479.52526353937253,437.1711888669572,506.9930443719165,"(-42.35, +27.47)","(-0.54, +0.42)",2025-04-20
olmo-2-0325-32b-instruct,1.76,1.32,2.28,890.0,415.5618972521846,364.6337825789006,461.51498871114916,"(-50.93, +45.95)","(-0.44, +0.52)",2025-04-20
qwen-2.5-7b-instruct,1.74,1.32,2.34,844.0,412.79094964741205,365.0213960940968,465.7851067713369,"(-47.77, +52.99)","(-0.42, +0.60)",2025-04-20
jamba-1.6-mini,1.74,1.31,2.23,920.0,413.11722946005557,363.7849418011287,456.8811628001556,"(-49.33, +43.76)","(-0.43, +0.49)",2025-04-20
llama-3.1-nemotron-70b-instruct,1.32,1.1,1.59,1854.0,364.5652903614547,333.2695318610827,397.53204640359917,"(-31.30, +32.97)","(-0.22, +0.27)",2025-04-20
llama-3.1-405b-instruct,0.5,0.36,0.67,1735.0,195.44324408879083,138.13802378588872,246.45835789160932,"(-57.31, +51.02)","(-0.14, +0.17)",2025-04-20
llama-3.1-70b-instruct,0.24,0.18,0.32,1923.0,67.38091696437766,17.475055515667343,118.6651348201749,"(-49.91, +51.28)","(-0.06, +0.08)",2025-04-20
llama-3.1-8b-instruct,0.03,0.02,0.05,5081.0,-291.5243583294945,-357.56375570597027,-224.23361662789267,"(-66.04, +67.29)","(-0.01, +0.02)",2025-04-20
