model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
deepseek-r1,47.06,45.05,50.09,1218.0,1093.5811104079896,1079.5047281443435,1114.6150881493697,"(-14.08, +21.03)","(-2.01, +3.03)",2025-04-20
quasar-alpha,46.54,44.15,49.32,909.0,1089.9516652007808,1073.1831701571084,1109.2640789665388,"(-16.77, +19.31)","(-2.39, +2.78)",2025-04-20
gpt-4.1-2025-04-14,44.78,42.29,47.31,949.0,1077.6095974126208,1060.0150534424458,1095.3175962644211,"(-17.59, +17.71)","(-2.49, +2.53)",2025-04-20
gemini-2.0-flash-lite-001,44.75,42.71,47.61,2196.0,1077.3907363068388,1062.9525776535738,1097.367496961919,"(-14.44, +19.98)","(-2.04, +2.86)",2025-04-20
o3-mini-low,44.4,42.33,47.59,1205.0,1074.911880878873,1060.3003400248128,1097.2120926318523,"(-14.61, +22.30)","(-2.07, +3.19)",2025-04-20
gpt-4.5-preview,43.41,41.25,45.55,1040.0,1067.9302470685757,1052.5337554438204,1082.9751830191042,"(-15.40, +15.04)","(-2.16, +2.14)",2025-04-20
gpt-4.1-mini-2025-04-14,42.17,39.87,43.92,1080.0,1059.1618875230074,1042.5987752211188,1071.5611790006121,"(-16.56, +12.40)","(-2.30, +1.75)",2025-04-20
gemma-3-27b-it,40.23,37.89,41.93,1655.0,1045.2046595230531,1028.1247131125965,1057.4487407040187,"(-17.08, +12.24)","(-2.34, +1.70)",2025-04-20
qwen-max,39.88,37.34,42.25,1420.0,1042.7160632191437,1024.0379479199285,1059.6838626630317,"(-18.68, +16.97)","(-2.54, +2.37)",2025-04-20
command-a,33.94,31.53,35.69,1083.0,998.3323520399074,979.313289600209,1011.7367876642263,"(-19.02, +13.40)","(-2.41, +1.75)",2025-04-20
qwq-32b,32.85,31.03,35.22,1517.0,989.812455846645,975.2854471609899,1008.1035869487013,"(-14.53, +18.29)","(-1.82, +2.37)",2025-04-20
qwen-plus,32.23,29.45,34.16,1346.0,984.8717643666616,962.2567902209709,1000.0086332395339,"(-22.61, +15.14)","(-2.78, +1.93)",2025-04-20
gpt-4o-2024-11-20,31.05,29.04,33.13,1142.0,975.4063188001932,958.7568249600619,992.0234948948995,"(-16.65, +16.62)","(-2.01, +2.08)",2025-04-20
claude-3.5-sonnet,23.03,20.73,25.01,682.0,904.34573328207,880.9537161611986,923.22544106255,"(-23.39, +18.88)","(-2.30, +1.98)",2025-04-20
deepseek-v3,22.44,20.5,23.79,1007.0,898.5552233423848,878.5453377454016,911.7743140230951,"(-20.01, +13.22)","(-1.94, +1.35)",2025-04-20
gpt-4.1-nano-2025-04-14,20.16,18.68,22.32,938.0,874.8687451158703,858.5220976028204,897.3496087257367,"(-16.35, +22.48)","(-1.48, +2.16)",2025-04-20
claude-3.5-sonnet-20240620,15.14,13.96,16.99,628.0,814.6043294632243,798.1066973878651,838.4772167275438,"(-16.50, +23.87)","(-1.18, +1.85)",2025-04-20
grok-2-1212,14.2,12.85,15.52,898.0,801.4824956313319,781.3980874047551,819.5924627299433,"(-20.08, +18.11)","(-1.35, +1.32)",2025-04-20
qwen-2.5-72b-instruct,13.78,12.51,15.09,1097.0,795.5278061154811,776.145600441792,813.8498588310725,"(-19.38, +18.32)","(-1.27, +1.31)",2025-04-20
nova-pro-v1,13.32,11.79,14.82,905.0,788.5859254487401,764.361835308924,810.2530045834645,"(-24.22, +21.67)","(-1.53, +1.50)",2025-04-20
claude-3.5-haiku,13.02,11.45,14.34,601.0,784.1232035725533,758.6953131749665,803.4879486884258,"(-25.43, +19.36)","(-1.57, +1.32)",2025-04-20
minimax-01,12.84,11.57,14.09,1071.0,781.3465528524348,760.7395816658196,799.8870566169871,"(-20.61, +18.54)","(-1.27, +1.25)",2025-04-20
gpt-4-1106-preview,12.7,10.81,14.12,840.0,779.0517065064853,747.3516667661665,800.369627461518,"(-31.70, +21.32)","(-1.89, +1.42)",2025-04-20
llama-4-maverick,11.66,10.51,12.85,920.0,762.1954210944127,741.9383012791606,781.4834254309026,"(-20.26, +19.29)","(-1.15, +1.19)",2025-04-20
mistral-large-2411,11.22,9.53,12.9,906.0,754.6110882314788,723.0541579284516,782.2996886549034,"(-31.56, +27.69)","(-1.69, +1.68)",2025-04-20
wizardlm-2-8x22b,11.22,9.51,12.75,1028.0,754.6948800736786,722.5475759211946,779.9543325867442,"(-32.15, +25.26)","(-1.71, +1.53)",2025-04-20
command-r-plus-08-2024,9.8,8.54,11.03,969.0,728.3524081927466,702.0976208939978,751.3644137506532,"(-26.25, +23.01)","(-1.26, +1.23)",2025-04-20
gpt-4o-mini,9.57,8.42,10.73,830.0,723.7834596309475,699.3461682189914,746.0063347264422,"(-24.44, +22.22)","(-1.15, +1.16)",2025-04-20
jamba-1.6-large,9.29,8.32,10.37,863.0,718.1201584665864,697.2329577873028,739.2940257634847,"(-20.89, +21.17)","(-0.97, +1.08)",2025-04-20
mistral-small-3.1-24b-instruct-2503,8.59,7.58,9.68,961.0,703.1692120780045,679.4963125284082,726.1166478622927,"(-23.67, +22.95)","(-1.01, +1.09)",2025-04-20
nova-lite-v1,8.36,7.43,9.34,994.0,698.1546638296154,675.733660951505,719.1275805774522,"(-22.42, +20.97)","(-0.93, +0.98)",2025-04-20
lfm-7b,8.25,7.34,9.37,1011.0,695.4299070168162,673.4384255312696,719.8795852310911,"(-21.99, +24.45)","(-0.91, +1.12)",2025-04-20
qwen2.5-32b-instruct,7.73,6.67,8.66,795.0,683.3310979146521,655.705724502664,704.7692501419302,"(-27.63, +21.44)","(-1.06, +0.93)",2025-04-20
gemma-2-27b-it,7.45,6.46,8.48,794.0,676.3585660159496,649.6896509403354,700.7642978452598,"(-26.67, +24.41)","(-0.99, +1.03)",2025-04-20
hermes-3-llama-3.1-405b,6.49,5.64,7.66,771.0,650.4912674213383,624.4734246199565,681.4785136124708,"(-26.02, +30.99)","(-0.85, +1.17)",2025-04-20
mistral-small-24b-instruct-2501,6.4,5.36,7.41,998.0,648.0960783048704,615.3306357537264,675.370536377067,"(-32.77, +27.27)","(-1.04, +1.01)",2025-04-20
llama-4-scout,6.3,5.33,7.13,844.0,645.1273014298368,614.293346236489,668.0869253893885,"(-30.83, +22.96)","(-0.97, +0.83)",2025-04-20
llama-3.1-nemotron-70b-instruct,5.64,4.75,6.62,1854.0,624.647706767968,593.1040149254736,654.3218160565617,"(-31.54, +29.67)","(-0.89, +0.98)",2025-04-20
nova-micro-v1,5.45,4.61,6.2,927.0,618.4412571461705,587.7994455908869,642.1846940222488,"(-30.64, +23.74)","(-0.84, +0.75)",2025-04-20
hermes-3-llama-3.1-70b,5.39,4.61,6.31,771.0,616.1696543294026,587.5922033072546,645.4506315310254,"(-28.58, +29.28)","(-0.78, +0.92)",2025-04-20
lfm-40b,5.15,4.0,6.03,863.0,607.9318803949933,561.9574288182133,636.9344624044866,"(-45.97, +29.00)","(-1.15, +0.88)",2025-04-20
qwen-turbo,4.93,4.09,6.01,623.0,599.8799268298246,565.9782399010663,636.3810950146997,"(-33.90, +36.50)","(-0.84, +1.08)",2025-04-20
command-r-08-2024,4.73,3.79,5.62,796.0,592.4617484178829,552.1548653685436,623.821135842594,"(-40.31, +31.36)","(-0.94, +0.89)",2025-04-20
llama-3.3-70b-instruct,4.48,3.31,5.17,809.0,582.2737196021397,527.6273535024051,608.5678849507793,"(-54.65, +26.29)","(-1.17, +0.69)",2025-04-20
llama-3.1-405b-instruct,3.74,2.87,4.64,1735.0,549.7475728649904,501.99597409067763,588.7811721283385,"(-47.75, +39.03)","(-0.87, +0.90)",2025-04-20
command-r7b-12-2024,3.59,2.89,4.35,882.0,542.2892834943339,503.3264957520693,577.0393192451485,"(-38.96, +34.75)","(-0.70, +0.76)",2025-04-20
gemma-2-9b-it,3.58,3.04,4.42,751.0,541.8229351069257,512.6670326803713,579.9512832004153,"(-29.16, +38.13)","(-0.54, +0.84)",2025-04-20
qwen-2.5-7b-instruct,2.78,2.18,3.53,844.0,496.46371462614934,452.89670965300576,539.3898744310669,"(-43.57, +42.93)","(-0.60, +0.75)",2025-04-20
lfm-3b,2.76,2.26,3.34,776.0,495.0611824425764,459.9088083870162,529.4592021690785,"(-35.15, +34.40)","(-0.50, +0.58)",2025-04-20
olmo-2-0325-32b-instruct,2.69,2.12,3.41,890.0,490.7386249343738,448.4779744929126,533.2015154826813,"(-42.26, +42.46)","(-0.57, +0.72)",2025-04-20
llama-3.1-70b-instruct,2.4,1.81,3.04,1923.0,469.96395370804873,420.65747908797397,512.7793523079126,"(-49.31, +42.82)","(-0.59, +0.64)",2025-04-20
jamba-1.6-mini,1.99,1.48,2.47,920.0,437.0506923409771,385.00185477883815,475.3108721090411,"(-52.05, +38.26)","(-0.51, +0.48)",2025-04-20
llama-3.1-8b-instruct,0.94,0.65,1.31,5081.0,304.1594648261728,239.08742115157338,363.37745097816406,"(-65.07, +59.22)","(-0.29, +0.37)",2025-04-20
