model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
llama-3.3-70b-instruct,3.5,2.67,4.22,809.0,537.7853254814945,489.0108395776093,571.6778710738491,"(-48.77, +33.89)","(-0.83, +0.72)",2025-04-06
nova-micro-v1,3.47,2.88,4.08,927.0,536.1803416130292,502.56880152294264,565.5813956941944,"(-33.61, +29.40)","(-0.59, +0.61)",2025-04-06
lfm-40b,3.09,2.41,3.82,863.0,515.1837115343682,470.7241307627431,553.377610627212,"(-44.46, +38.19)","(-0.68, +0.73)",2025-04-06
command-r7b-12-2024,2.65,1.99,3.36,882.0,487.65309658533863,437.32005557874936,530.5821445945624,"(-50.33, +42.93)","(-0.66, +0.71)",2025-04-06
lfm-3b,1.95,1.59,2.32,776.0,433.15768721336326,397.4629076663828,464.0390791838374,"(-35.69, +30.88)","(-0.36, +0.37)",2025-04-06
qwen-2.5-7b-instruct,1.65,1.24,2.13,844.0,403.4156408874676,353.8190356425298,448.71726237282815,"(-49.60, +45.30)","(-0.41, +0.48)",2025-04-06
olmo-2-0325-32b-instruct,1.63,1.31,2.07,890.0,401.83037312021315,362.83402878578374,443.6051238618051,"(-39.00, +41.77)","(-0.32, +0.44)",2025-04-06
jamba-1.6-mini,1.36,1.05,1.7,920.0,369.7144421478599,325.05511456622173,409.0424141822245,"(-44.66, +39.33)","(-0.31, +0.34)",2025-04-06
llama-3.1-nemotron-70b-instruct,1.11,0.93,1.34,1854.0,334.10851002014647,302.16980763598883,367.64036557148165,"(-31.94, +33.53)","(-0.18, +0.23)",2025-04-06
llama-3.1-405b-instruct,0.53,0.38,0.76,1735.0,203.56733268846324,144.29265292564995,267.16285694136144,"(-59.27, +63.60)","(-0.15, +0.23)",2025-04-06
llama-3.1-70b-instruct,0.24,0.17,0.33,1923.0,62.94477910139017,11.258589441571313,119.569024232573,"(-51.69, +56.62)","(-0.07, +0.09)",2025-04-06
llama-3.1-8b-instruct,0.03,0.02,0.05,5081.0,-268.8526487576182,-333.4926643672231,-204.90300401715305,"(-64.64, +63.95)","(-0.01, +0.02)",2025-04-06
